Energy 5 			# in MeV 
Cross_section 0.445400 		# in barn

Multiplicity proton 0.130600
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 1.3750 	 8.6008e-03	5.0e-04	5.0e-04	5.0e-04	5.1e-04	5.7e-04	5.6e-04	5.8e-04	6.4e-04	7.2e-04	7.4e-04	8.1e-04	8.3e-04	8.3e-04
	 1.5000 	 1.0339e-02	6.2e-04	6.2e-04	6.2e-04	6.3e-04	7.0e-04	6.9e-04	7.0e-04	7.8e-04	8.6e-04	8.8e-04	9.6e-04	9.8e-04	9.8e-04
	 1.6250 	 1.2104e-02	7.4e-04	7.4e-04	7.4e-04	7.5e-04	8.3e-04	8.2e-04	8.3e-04	9.1e-04	1.0e-03	1.0e-03	1.1e-03	1.1e-03	1.1e-03
	 1.7500 	 1.3840e-02	8.6e-04	8.6e-04	8.6e-04	8.7e-04	9.6e-04	9.5e-04	9.6e-04	1.0e-03	1.1e-03	1.2e-03	1.3e-03	1.3e-03	1.3e-03
	 1.8750 	 1.5491e-02	9.9e-04	9.9e-04	9.9e-04	9.9e-04	1.1e-03	1.1e-03	1.1e-03	1.2e-03	1.3e-03	1.3e-03	1.4e-03	1.4e-03	1.4e-03
	 2.0000 	 1.7000e-02	1.1e-03	1.1e-03	1.1e-03	1.1e-03	1.2e-03	1.2e-03	1.2e-03	1.3e-03	1.4e-03	1.4e-03	1.5e-03	1.5e-03	1.5e-03
	 2.1250 	 1.8559e-02	1.2e-03	1.2e-03	1.2e-03	1.2e-03	1.3e-03	1.3e-03	1.3e-03	1.4e-03	1.5e-03	1.5e-03	1.6e-03	1.6e-03	1.6e-03
	 2.2500 	 2.0315e-02	1.4e-03	1.4e-03	1.4e-03	1.4e-03	1.5e-03	1.5e-03	1.5e-03	1.6e-03	1.6e-03	1.6e-03	1.7e-03	1.7e-03	1.7e-03
	 2.3750 	 2.2144e-02	1.5e-03	1.5e-03	1.5e-03	1.5e-03	1.6e-03	1.7e-03	1.7e-03	1.7e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03
	 2.5000 	 2.3919e-02	1.6e-03	1.7e-03	1.7e-03	1.7e-03	1.8e-03	1.8e-03	1.8e-03	1.9e-03	1.9e-03	1.9e-03	2.0e-03	2.0e-03	2.0e-03
	 2.6250 	 2.5517e-02	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.9e-03	2.0e-03	2.0e-03	2.0e-03	2.0e-03	2.0e-03	2.1e-03	2.1e-03	2.1e-03
	 2.7500 	 2.6813e-02	1.9e-03	1.9e-03	1.9e-03	2.0e-03	2.0e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03
	 2.8750 	 2.7683e-02	2.0e-03	2.0e-03	2.0e-03	2.1e-03	2.1e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03
	 3.0000 	 2.8000e-02	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03	2.2e-03
	 3.1250 	 2.7364e-02	2.2e-03	2.2e-03	2.1e-03	2.1e-03	2.1e-03	2.2e-03	2.2e-03	2.2e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03
	 3.2500 	 2.5658e-02	2.2e-03	2.2e-03	2.2e-03	2.1e-03	2.1e-03	2.2e-03	2.1e-03	2.1e-03	2.0e-03	1.9e-03	1.9e-03	1.9e-03	1.9e-03
	 3.3750 	 2.3187e-02	2.3e-03	2.3e-03	2.2e-03	2.2e-03	2.1e-03	2.1e-03	2.0e-03	1.9e-03	1.8e-03	1.6e-03	1.5e-03	1.5e-03	1.5e-03
	 3.5000 	 2.0255e-02	2.4e-03	2.3e-03	2.2e-03	2.2e-03	2.0e-03	2.0e-03	1.9e-03	1.8e-03	1.5e-03	1.3e-03	1.1e-03	1.1e-03	1.1e-03
	 3.6250 	 1.7166e-02	2.4e-03	2.3e-03	2.3e-03	2.2e-03	2.0e-03	2.0e-03	1.8e-03	1.6e-03	1.2e-03	9.1e-04	7.6e-04	7.0e-04	7.0e-04
	 3.7500 	 1.4224e-02	2.5e-03	2.4e-03	2.3e-03	2.2e-03	2.0e-03	1.9e-03	1.6e-03	1.4e-03	9.7e-04	6.0e-04	4.1e-04	3.5e-04	3.4e-04
	 3.8750 	 1.1734e-02	2.5e-03	2.4e-03	2.3e-03	2.2e-03	1.9e-03	1.8e-03	1.5e-03	1.2e-03	7.6e-04	3.6e-04	1.7e-04	1.0e-04	9.5e-05
	 4.0000 	 1.0000e-02	2.5e-03	2.4e-03	2.3e-03	2.2e-03	1.9e-03	1.7e-03	1.4e-03	1.1e-03	6.3e-04	2.5e-04	6.7e-05	7.0e-06	0.0e+00
	 4.1250 	 8.7490e-03	2.5e-03	2.4e-03	2.3e-03	2.2e-03	1.8e-03	1.6e-03	1.3e-03	9.8e-04	5.5e-04	2.1e-04	5.6e-05	5.8e-06	0.0e+00
	 4.2500 	 7.5167e-03	2.3e-03	2.2e-03	2.1e-03	2.0e-03	1.7e-03	1.5e-03	1.1e-03	8.6e-04	4.6e-04	1.7e-04	4.6e-05	4.7e-06	0.0e+00
	 4.3750 	 6.3203e-03	2.1e-03	2.0e-03	1.9e-03	1.9e-03	1.5e-03	1.3e-03	1.0e-03	7.4e-04	3.9e-04	1.4e-04	3.7e-05	3.8e-06	0.0e+00
	 4.5000 	 5.1769e-03	1.9e-03	1.8e-03	1.7e-03	1.6e-03	1.3e-03	1.1e-03	8.5e-04	6.2e-04	3.1e-04	1.1e-04	2.9e-05	3.0e-06	0.0e+00
	 4.6250 	 4.1038e-03	1.6e-03	1.5e-03	1.4e-03	1.4e-03	1.1e-03	9.2e-04	6.9e-04	5.0e-04	2.5e-04	8.7e-05	2.2e-05	2.2e-06	0.0e+00
	 4.7500 	 3.1180e-03	1.3e-03	1.2e-03	1.1e-03	1.1e-03	8.9e-04	7.2e-04	5.4e-04	3.8e-04	1.9e-04	6.4e-05	1.6e-05	1.6e-06	0.0e+00
	 4.8750 	 2.2368e-03	9.4e-04	9.0e-04	8.7e-04	8.3e-04	6.6e-04	5.4e-04	4.0e-04	2.8e-04	1.3e-04	4.5e-05	1.1e-05	1.1e-06	0.0e+00
	 5.0000 	 1.4774e-03	6.5e-04	6.2e-04	6.0e-04	5.7e-04	4.6e-04	3.7e-04	2.7e-04	1.9e-04	8.7e-05	2.9e-05	7.0e-06	7.1e-07	0.0e+00

Multiplicity alpha 0.869300
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.1250 	 2.3571e-06	0.0e+00	0.0e+00	0.0e+00	1.3e-11	8.5e-11	2.4e-10	4.7e-10	8.1e-10	1.3e-09	1.1e-08	4.5e-07	2.8e-06	6.4e-06
	 0.2500 	 9.1650e-06	0.0e+00	0.0e+00	0.0e+00	5.3e-11	3.3e-10	9.3e-10	1.8e-09	3.2e-09	5.3e-09	4.4e-08	1.7e-06	6.9e-06	1.3e-05
	 0.3750 	 2.0028e-05	0.0e+00	0.0e+00	0.0e+00	1.2e-10	7.3e-10	2.0e-09	4.0e-09	7.0e-09	1.2e-08	9.7e-08	3.7e-06	1.2e-05	2.0e-05
	 0.5000 	 3.4552e-05	0.0e+00	0.0e+00	0.0e+00	2.0e-10	1.3e-09	3.6e-09	7.0e-09	1.2e-08	2.0e-08	1.7e-07	6.4e-06	1.8e-05	2.7e-05
	 0.6250 	 5.2341e-05	0.0e+00	0.0e+00	0.0e+00	3.1e-10	1.9e-09	5.4e-09	1.1e-08	1.9e-08	3.1e-08	2.6e-07	9.5e-06	2.5e-05	3.5e-05
	 0.7500 	 7.3000e-05	0.0e+00	0.0e+00	0.0e+00	4.3e-10	2.7e-09	7.6e-09	1.5e-08	2.6e-08	4.3e-08	3.6e-07	1.3e-05	3.2e-05	4.3e-05
	 0.8750 	 2.1755e-04	1.5e-05	1.5e-05	1.5e-05	1.5e-05	1.6e-05	1.5e-05	1.4e-05	1.3e-05	1.0e-05	8.6e-06	2.2e-05	4.2e-05	5.2e-05
	 1.0000 	 5.7192e-04	5.4e-05	5.5e-05	5.6e-05	5.7e-05	5.8e-05	5.6e-05	5.2e-05	4.7e-05	3.7e-05	3.1e-05	4.0e-05	5.6e-05	6.4e-05
	 1.1250 	 1.0831e-03	1.1e-04	1.1e-04	1.2e-04	1.2e-04	1.2e-04	1.2e-04	1.1e-04	9.7e-05	7.8e-05	6.3e-05	6.5e-05	7.3e-05	7.6e-05
	 1.2500 	 1.6981e-03	1.8e-04	1.9e-04	1.9e-04	1.9e-04	2.0e-04	1.9e-04	1.8e-04	1.6e-04	1.3e-04	1.0e-04	9.5e-05	9.1e-05	8.9e-05
	 1.3750 	 2.3640e-03	2.6e-04	2.6e-04	2.7e-04	2.8e-04	2.8e-04	2.7e-04	2.5e-04	2.3e-04	1.8e-04	1.5e-04	1.3e-04	1.1e-04	1.0e-04
	 1.5000 	 3.0276e-03	3.4e-04	3.4e-04	3.5e-04	3.6e-04	3.6e-04	3.5e-04	3.2e-04	2.9e-04	2.3e-04	1.9e-04	1.6e-04	1.3e-04	1.1e-04
	 1.6250 	 3.6360e-03	4.1e-04	4.2e-04	4.2e-04	4.3e-04	4.4e-04	4.2e-04	3.9e-04	3.5e-04	2.8e-04	2.3e-04	1.9e-04	1.4e-04	1.2e-04
	 1.7500 	 4.1362e-03	4.7e-04	4.7e-04	4.8e-04	4.9e-04	5.0e-04	4.8e-04	4.5e-04	4.0e-04	3.2e-04	2.6e-04	2.1e-04	1.6e-04	1.3e-04
	 1.8750 	 4.4752e-03	5.1e-04	5.2e-04	5.2e-04	5.3e-04	5.4e-04	5.2e-04	4.9e-04	4.4e-04	3.5e-04	2.8e-04	2.2e-04	1.7e-04	1.4e-04
	 2.0000 	 4.6000e-03	5.2e-04	5.3e-04	5.4e-04	5.5e-04	5.6e-04	5.4e-04	5.0e-04	4.5e-04	3.6e-04	2.9e-04	2.3e-04	1.7e-04	1.4e-04
	 2.1250 	 4.4105e-03	5.1e-04	5.2e-04	5.3e-04	5.3e-04	5.4e-04	5.2e-04	4.8e-04	4.3e-04	3.4e-04	2.8e-04	2.2e-04	1.6e-04	1.4e-04
	 2.2500 	 3.9109e-03	4.8e-04	4.9e-04	4.9e-04	4.9e-04	4.8e-04	4.6e-04	4.2e-04	3.8e-04	3.0e-04	2.4e-04	1.9e-04	1.4e-04	1.2e-04
	 2.3750 	 3.2046e-03	4.4e-04	4.4e-04	4.3e-04	4.2e-04	4.0e-04	3.7e-04	3.4e-04	3.1e-04	2.5e-04	2.0e-04	1.6e-04	1.2e-04	1.0e-04
	 2.5000 	 2.3950e-03	3.9e-04	3.8e-04	3.7e-04	3.4e-04	3.0e-04	2.8e-04	2.5e-04	2.2e-04	1.8e-04	1.5e-04	1.1e-04	8.5e-05	8.3e-05
	 2.6250 	 1.5854e-03	3.3e-04	3.3e-04	3.0e-04	2.6e-04	2.1e-04	1.8e-04	1.6e-04	1.4e-04	1.1e-04	9.2e-05	7.3e-05	5.4e-05	6.2e-05
	 2.7500 	 8.7906e-04	2.8e-04	2.7e-04	2.3e-04	1.9e-04	1.3e-04	9.6e-05	7.8e-05	7.0e-05	5.6e-05	4.5e-05	3.6e-05	2.7e-05	4.4e-05
	 2.8750 	 3.7949e-04	2.3e-04	2.2e-04	1.8e-04	1.3e-04	7.0e-05	3.7e-05	2.2e-05	1.9e-05	1.5e-05	1.2e-05	9.9e-06	7.3e-06	3.1e-05
	 3.0000 	 1.9000e-04	1.9e-04	1.8e-04	1.4e-04	9.4e-05	4.8e-05	1.4e-05	2.0e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	2.6e-05
	 3.1250 	 3.7905e-03	1.6e-04	1.5e-04	1.1e-04	7.5e-05	4.9e-05	3.6e-05	8.6e-05	2.4e-04	5.2e-04	5.2e-04	4.3e-04	4.0e-04	3.9e-04
	 3.2500 	 1.3417e-02	1.3e-04	1.2e-04	8.9e-05	5.7e-05	5.1e-05	1.0e-04	3.3e-04	8.7e-04	1.9e-03	1.9e-03	1.6e-03	1.4e-03	1.4e-03
	 3.3750 	 2.7306e-02	9.5e-05	8.8e-05	6.5e-05	4.1e-05	5.5e-05	2.1e-04	7.1e-04	1.8e-03	3.8e-03	3.8e-03	3.2e-03	2.9e-03	2.7e-03
	 3.5000 	 4.3696e-02	6.5e-05	6.0e-05	4.4e-05	2.8e-05	6.0e-05	3.5e-04	1.2e-03	2.9e-03	6.0e-03	6.0e-03	5.0e-03	4.6e-03	4.3e-03
	 3.6250 	 6.0823e-02	3.9e-05	3.6e-05	2.6e-05	1.6e-05	6.6e-05	5.4e-04	1.8e-03	4.2e-03	8.2e-03	8.2e-03	6.8e-03	6.3e-03	5.8e-03
	 3.7500 	 7.6924e-02	1.8e-05	1.7e-05	1.2e-05	7.4e-06	7.4e-05	7.6e-04	2.4e-03	5.4e-03	1.0e-02	1.0e-02	8.4e-03	7.8e-03	7.2e-03
	 3.8750 	 9.0238e-02	4.9e-06	4.5e-06	3.2e-06	1.9e-06	8.4e-05	1.0e-03	3.2e-03	6.4e-03	1.1e-02	1.1e-02	9.6e-03	8.8e-03	8.1e-03
	 4.0000 	 9.9000e-02	0.0e+00	0.0e+00	0.0e+00	0.0e+00	9.5e-05	1.3e-03	3.9e-03	7.3e-03	1.2e-02	1.2e-02	1.0e-02	9.2e-03	8.5e-03
	 4.1250 	 1.0485e-01	1.3e-03	1.3e-03	1.2e-03	1.2e-03	1.2e-03	2.4e-03	5.0e-03	8.0e-03	1.2e-02	1.2e-02	9.8e-03	9.1e-03	8.4e-03
	 4.2500 	 1.1048e-01	4.8e-03	4.7e-03	4.5e-03	4.4e-03	4.2e-03	4.9e-03	6.8e-03	8.6e-03	1.1e-02	1.0e-02	9.2e-03	8.9e-03	8.3e-03
	 4.3750 	 1.1572e-01	9.8e-03	9.5e-03	9.2e-03	8.9e-03	8.3e-03	8.2e-03	8.9e-03	9.2e-03	9.2e-03	8.8e-03	8.4e-03	8.5e-03	8.1e-03
	 4.5000 	 1.2040e-01	1.5e-02	1.5e-02	1.5e-02	1.4e-02	1.3e-02	1.2e-02	1.1e-02	9.8e-03	7.5e-03	6.9e-03	7.5e-03	8.0e-03	7.8e-03
	 4.6250 	 1.2434e-01	2.1e-02	2.1e-02	2.0e-02	1.9e-02	1.8e-02	1.6e-02	1.3e-02	1.0e-02	5.9e-03	5.0e-03	6.5e-03	7.5e-03	7.4e-03
	 4.7500 	 1.2737e-01	2.6e-02	2.5e-02	2.4e-02	2.4e-02	2.2e-02	1.9e-02	1.5e-02	1.1e-02	4.5e-03	3.4e-03	5.6e-03	7.0e-03	7.0e-03
	 4.8750 	 1.2931e-01	3.0e-02	2.9e-02	2.8e-02	2.7e-02	2.5e-02	2.1e-02	1.7e-02	1.1e-02	3.5e-03	2.2e-03	4.9e-03	6.4e-03	6.6e-03
	 5.0000 	 1.3000e-01	3.1e-02	3.0e-02	2.9e-02	2.8e-02	2.6e-02	2.2e-02	1.7e-02	1.2e-02	3.1e-03	1.8e-03	4.5e-03	5.9e-03	6.2e-03

Energy_fraction_recoils 0.135000

#################################################################################################################################################

Energy 6 			# in MeV 
Cross_section 0.465500 		# in barn

Multiplicity proton 0.319400
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.1500 	 2.1861e-04	1.1e-05	1.1e-05	1.1e-05	1.2e-05	1.3e-05	1.4e-05	1.5e-05	1.6e-05	1.8e-05	2.0e-05	2.1e-05	2.1e-05	2.2e-05
	 0.3000 	 8.1983e-04	4.0e-05	4.0e-05	4.2e-05	4.4e-05	4.8e-05	5.2e-05	5.6e-05	6.0e-05	6.6e-05	7.4e-05	7.8e-05	8.0e-05	8.2e-05
	 0.4500 	 1.7217e-03	8.3e-05	8.3e-05	8.7e-05	9.2e-05	1.0e-04	1.1e-04	1.2e-04	1.3e-04	1.4e-04	1.6e-04	1.6e-04	1.7e-04	1.7e-04
	 0.6000 	 2.8424e-03	1.4e-04	1.4e-04	1.4e-04	1.5e-04	1.7e-04	1.8e-04	1.9e-04	2.1e-04	2.3e-04	2.6e-04	2.7e-04	2.8e-04	2.8e-04
	 0.7500 	 4.1000e-03	2.0e-04	2.0e-04	2.1e-04	2.2e-04	2.4e-04	2.6e-04	2.8e-04	3.0e-04	3.3e-04	3.7e-04	3.9e-04	4.0e-04	4.1e-04
	 0.9000 	 6.2812e-03	2.9e-04	2.9e-04	3.1e-04	3.2e-04	3.5e-04	3.8e-04	4.1e-04	4.5e-04	5.1e-04	5.9e-04	6.2e-04	6.4e-04	6.5e-04
	 1.0500 	 9.9351e-03	4.4e-04	4.4e-04	4.7e-04	4.8e-04	5.2e-04	5.8e-04	6.2e-04	6.9e-04	8.2e-04	9.6e-04	1.0e-03	1.1e-03	1.1e-03
	 1.2000 	 1.4623e-02	6.3e-04	6.3e-04	6.7e-04	6.9e-04	7.4e-04	8.3e-04	8.9e-04	9.9e-04	1.2e-03	1.4e-03	1.5e-03	1.6e-03	1.6e-03
	 1.3500 	 1.9908e-02	8.6e-04	8.6e-04	9.2e-04	9.3e-04	1.0e-03	1.1e-03	1.2e-03	1.3e-03	1.7e-03	2.0e-03	2.1e-03	2.2e-03	2.2e-03
	 1.5000 	 2.5350e-02	1.1e-03	1.1e-03	1.2e-03	1.2e-03	1.3e-03	1.4e-03	1.5e-03	1.7e-03	2.1e-03	2.5e-03	2.7e-03	2.8e-03	2.8e-03
	 1.6500 	 3.0511e-02	1.4e-03	1.4e-03	1.5e-03	1.5e-03	1.6e-03	1.8e-03	1.9e-03	2.1e-03	2.5e-03	3.0e-03	3.2e-03	3.3e-03	3.4e-03
	 1.8000 	 3.4953e-02	1.7e-03	1.7e-03	1.8e-03	1.8e-03	1.9e-03	2.1e-03	2.2e-03	2.4e-03	2.9e-03	3.3e-03	3.6e-03	3.7e-03	3.8e-03
	 1.9500 	 3.8238e-02	2.0e-03	2.0e-03	2.1e-03	2.1e-03	2.2e-03	2.4e-03	2.5e-03	2.7e-03	3.1e-03	3.5e-03	3.8e-03	3.9e-03	4.0e-03
	 2.1000 	 4.0334e-02	2.3e-03	2.3e-03	2.4e-03	2.4e-03	2.5e-03	2.7e-03	2.8e-03	3.0e-03	3.3e-03	3.5e-03	3.8e-03	3.9e-03	4.0e-03
	 2.2500 	 4.2285e-02	2.8e-03	2.8e-03	2.9e-03	2.9e-03	2.9e-03	3.1e-03	3.1e-03	3.2e-03	3.4e-03	3.5e-03	3.7e-03	3.8e-03	3.8e-03
	 2.4000 	 4.4092e-02	3.4e-03	3.4e-03	3.4e-03	3.4e-03	3.4e-03	3.4e-03	3.5e-03	3.5e-03	3.5e-03	3.5e-03	3.6e-03	3.6e-03	3.6e-03
	 2.5500 	 4.5661e-02	3.9e-03	3.9e-03	3.9e-03	3.9e-03	3.8e-03	3.8e-03	3.8e-03	3.7e-03	3.6e-03	3.5e-03	3.5e-03	3.4e-03	3.4e-03
	 2.7000 	 4.6898e-02	4.4e-03	4.4e-03	4.4e-03	4.3e-03	4.2e-03	4.1e-03	4.0e-03	3.9e-03	3.7e-03	3.5e-03	3.4e-03	3.3e-03	3.1e-03
	 2.8500 	 4.7709e-02	4.8e-03	4.8e-03	4.7e-03	4.6e-03	4.5e-03	4.3e-03	4.2e-03	4.1e-03	3.8e-03	3.5e-03	3.3e-03	3.1e-03	3.0e-03
	 3.0000 	 4.8000e-02	4.9e-03	4.9e-03	4.8e-03	4.7e-03	4.6e-03	4.4e-03	4.3e-03	4.1e-03	3.8e-03	3.5e-03	3.3e-03	3.1e-03	2.9e-03
	 3.1500 	 4.7824e-02	4.8e-03	4.8e-03	4.7e-03	4.6e-03	4.5e-03	4.4e-03	4.3e-03	4.1e-03	3.8e-03	3.5e-03	3.3e-03	3.1e-03	2.9e-03
	 3.3000 	 4.7327e-02	4.6e-03	4.6e-03	4.5e-03	4.5e-03	4.4e-03	4.2e-03	4.2e-03	4.0e-03	3.7e-03	3.5e-03	3.3e-03	3.1e-03	2.9e-03
	 3.4500 	 4.6549e-02	4.3e-03	4.3e-03	4.3e-03	4.2e-03	4.2e-03	4.1e-03	4.0e-03	3.9e-03	3.7e-03	3.5e-03	3.3e-03	3.1e-03	3.0e-03
	 3.6000 	 4.5535e-02	4.1e-03	4.1e-03	4.0e-03	4.0e-03	4.0e-03	3.9e-03	3.9e-03	3.8e-03	3.6e-03	3.4e-03	3.2e-03	3.1e-03	3.0e-03
	 3.7500 	 4.4327e-02	3.8e-03	3.8e-03	3.7e-03	3.8e-03	3.8e-03	3.7e-03	3.7e-03	3.7e-03	3.5e-03	3.4e-03	3.2e-03	3.1e-03	3.1e-03
	 3.9000 	 4.2968e-02	3.6e-03	3.6e-03	3.6e-03	3.6e-03	3.6e-03	3.5e-03	3.5e-03	3.5e-03	3.4e-03	3.3e-03	3.2e-03	3.1e-03	3.1e-03
	 4.0500 	 4.1385e-02	3.6e-03	3.6e-03	3.5e-03	3.5e-03	3.5e-03	3.4e-03	3.3e-03	3.3e-03	3.2e-03	3.3e-03	3.2e-03	3.1e-03	3.1e-03
	 4.2000 	 3.8287e-02	3.6e-03	3.6e-03	3.5e-03	3.4e-03	3.3e-03	3.2e-03	3.1e-03	3.1e-03	2.9e-03	2.9e-03	2.8e-03	2.8e-03	2.8e-03
	 4.3500 	 3.3803e-02	3.6e-03	3.6e-03	3.5e-03	3.4e-03	3.3e-03	3.1e-03	2.9e-03	2.8e-03	2.5e-03	2.4e-03	2.3e-03	2.2e-03	2.2e-03
	 4.5000 	 2.8575e-02	3.6e-03	3.6e-03	3.4e-03	3.4e-03	3.2e-03	2.9e-03	2.7e-03	2.5e-03	2.0e-03	1.7e-03	1.6e-03	1.6e-03	1.6e-03
	 4.6500 	 2.3244e-02	3.6e-03	3.6e-03	3.4e-03	3.3e-03	3.1e-03	2.8e-03	2.4e-03	2.2e-03	1.5e-03	1.0e-03	8.9e-04	8.7e-04	8.7e-04
	 4.8000 	 1.8450e-02	3.6e-03	3.6e-03	3.4e-03	3.3e-03	3.0e-03	2.6e-03	2.2e-03	1.8e-03	1.0e-03	5.0e-04	3.3e-04	3.2e-04	3.2e-04
	 4.9500 	 1.4833e-02	3.6e-03	3.6e-03	3.4e-03	3.2e-03	2.8e-03	2.5e-03	2.0e-03	1.6e-03	7.2e-04	1.9e-04	2.5e-05	2.2e-05	2.2e-05
	 5.1000 	 1.2560e-02	3.6e-03	3.6e-03	3.3e-03	3.1e-03	2.7e-03	2.3e-03	1.8e-03	1.4e-03	5.9e-04	1.4e-04	1.6e-06	0.0e+00	0.0e+00
	 5.2500 	 1.0449e-02	3.3e-03	3.3e-03	3.1e-03	2.9e-03	2.4e-03	2.0e-03	1.5e-03	1.2e-03	4.8e-04	1.1e-04	1.2e-06	0.0e+00	0.0e+00
	 5.4000 	 8.4289e-03	3.0e-03	3.0e-03	2.8e-03	2.5e-03	2.1e-03	1.7e-03	1.3e-03	9.5e-04	3.8e-04	8.5e-05	9.3e-07	0.0e+00	0.0e+00
	 5.5500 	 6.5386e-03	2.5e-03	2.5e-03	2.3e-03	2.1e-03	1.7e-03	1.4e-03	1.0e-03	7.5e-04	2.9e-04	6.3e-05	6.8e-07	0.0e+00	0.0e+00
	 5.7000 	 4.8153e-03	2.0e-03	2.0e-03	1.8e-03	1.7e-03	1.3e-03	1.1e-03	7.7e-04	5.6e-04	2.1e-04	4.4e-05	4.8e-07	0.0e+00	0.0e+00
	 5.8500 	 3.2967e-03	1.4e-03	1.4e-03	1.3e-03	1.2e-03	9.6e-04	7.7e-04	5.4e-04	3.9e-04	1.4e-04	2.9e-05	3.1e-07	0.0e+00	0.0e+00
	 6.0000 	 2.0204e-03	9.3e-04	9.3e-04	8.6e-04	7.7e-04	6.2e-04	4.9e-04	3.4e-04	2.4e-04	8.5e-05	1.7e-05	1.8e-07	0.0e+00	0.0e+00

Multiplicity alpha 0.680600
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
