Energy 4 			# in MeV 
Cross_section 0.000017 		# in barn

Multiplicity proton 0.000000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 1.8000 	 2.4599e-14	1.8e-15	1.8e-15	1.8e-15	1.8e-15	1.8e-15	1.8e-15	1.8e-15	1.8e-15	1.9e-15	2.0e-15	2.1e-15	2.2e-15	2.3e-15
	 1.9000 	 2.9566e-14	2.1e-15	2.1e-15	2.1e-15	2.1e-15	2.1e-15	2.1e-15	2.2e-15	2.2e-15	2.3e-15	2.4e-15	2.5e-15	2.7e-15	2.8e-15
	 2.0000 	 3.5000e-14	2.5e-15	2.5e-15	2.5e-15	2.5e-15	2.5e-15	2.5e-15	2.6e-15	2.6e-15	2.7e-15	2.8e-15	3.0e-15	3.2e-15	3.3e-15
	 2.1000 	 5.5712e-14	3.8e-15	3.8e-15	3.8e-15	3.8e-15	3.8e-15	3.9e-15	4.0e-15	4.1e-15	4.3e-15	4.5e-15	5.0e-15	5.4e-15	5.7e-15
	 2.2000 	 1.0475e-13	6.8e-15	6.8e-15	6.8e-15	6.9e-15	6.9e-15	7.1e-15	7.3e-15	7.6e-15	8.2e-15	8.7e-15	9.7e-15	1.1e-14	1.1e-14
	 2.3000 	 1.7947e-13	1.1e-14	1.1e-14	1.1e-14	1.2e-14	1.2e-14	1.2e-14	1.2e-14	1.3e-14	1.4e-14	1.5e-14	1.7e-14	1.9e-14	2.0e-14
	 2.4000 	 2.7725e-13	1.7e-14	1.7e-14	1.8e-14	1.8e-14	1.8e-14	1.8e-14	1.9e-14	2.0e-14	2.2e-14	2.3e-14	2.6e-14	2.9e-14	3.2e-14
	 2.5000 	 3.9542e-13	2.5e-14	2.5e-14	2.5e-14	2.5e-14	2.6e-14	2.6e-14	2.7e-14	2.8e-14	3.1e-14	3.3e-14	3.7e-14	4.1e-14	4.5e-14
	 2.6000 	 5.3137e-13	3.3e-14	3.3e-14	3.4e-14	3.4e-14	3.4e-14	3.5e-14	3.7e-14	3.8e-14	4.2e-14	4.5e-14	5.0e-14	5.5e-14	6.0e-14
	 2.7000 	 6.8244e-13	4.3e-14	4.3e-14	4.4e-14	4.4e-14	4.5e-14	4.6e-14	4.7e-14	4.9e-14	5.3e-14	5.7e-14	6.4e-14	7.0e-14	7.7e-14
	 2.8000 	 8.4599e-13	5.4e-14	5.4e-14	5.5e-14	5.5e-14	5.6e-14	5.7e-14	5.9e-14	6.1e-14	6.6e-14	7.1e-14	7.9e-14	8.6e-14	9.4e-14
	 2.9000 	 1.0194e-12	6.6e-14	6.6e-14	6.6e-14	6.6e-14	6.7e-14	6.9e-14	7.1e-14	7.4e-14	8.0e-14	8.5e-14	9.4e-14	1.0e-13	1.1e-13
	 3.0000 	 1.2000e-12	7.8e-14	7.8e-14	7.9e-14	7.9e-14	8.0e-14	8.2e-14	8.4e-14	8.7e-14	9.4e-14	1.0e-13	1.1e-13	1.2e-13	1.3e-13
	 3.1000 	 1.4689e-12	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.1e-13	1.1e-13	1.2e-13	1.2e-13	1.3e-13	1.4e-13	1.5e-13
	 3.2000 	 1.8819e-12	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.5e-13	1.5e-13	1.6e-13	1.7e-13	1.8e-13
	 3.3000 	 2.3983e-12	1.9e-13	1.9e-13	1.9e-13	1.8e-13	1.8e-13	1.8e-13	1.8e-13	1.8e-13	1.9e-13	1.9e-13	2.0e-13	2.1e-13	2.2e-13
	 3.4000 	 2.9776e-12	2.4e-13	2.4e-13	2.4e-13	2.4e-13	2.4e-13	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.4e-13	2.5e-13	2.6e-13
	 3.5000 	 3.5792e-12	3.0e-13	3.0e-13	3.0e-13	3.0e-13	2.9e-13	2.9e-13	2.8e-13	2.8e-13	2.8e-13	2.8e-13	2.8e-13	2.9e-13	3.0e-13
	 3.6000 	 4.1624e-12	3.6e-13	3.6e-13	3.6e-13	3.5e-13	3.5e-13	3.4e-13	3.3e-13	3.3e-13	3.3e-13	3.2e-13	3.3e-13	3.3e-13	3.4e-13
	 3.7000 	 4.6867e-12	4.1e-13	4.1e-13	4.1e-13	4.0e-13	3.9e-13	3.9e-13	3.8e-13	3.7e-13	3.7e-13	3.6e-13	3.6e-13	3.7e-13	3.8e-13
	 3.8000 	 5.1115e-12	4.5e-13	4.5e-13	4.5e-13	4.4e-13	4.3e-13	4.2e-13	4.2e-13	4.1e-13	4.0e-13	3.9e-13	3.9e-13	3.9e-13	4.0e-13
	 3.9000 	 5.3961e-12	4.8e-13	4.8e-13	4.8e-13	4.7e-13	4.6e-13	4.5e-13	4.4e-13	4.3e-13	4.2e-13	4.1e-13	4.1e-13	4.1e-13	4.2e-13
	 4.0000 	 5.5000e-12	4.9e-13	4.9e-13	4.9e-13	4.8e-13	4.7e-13	4.6e-13	4.5e-13	4.4e-13	4.3e-13	4.2e-13	4.2e-13	4.2e-13	4.3e-13

Multiplicity alpha 0.021300
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.1000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.2000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.3000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.1000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.2000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.3000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 1.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.1000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.2000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.3000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.1000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.2000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.3000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.007660

#################################################################################################################################################

Energy 5 			# in MeV 
Cross_section 0.001289 		# in barn

Multiplicity proton 0.000007
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.1250 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.2500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.3750 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.6250 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.7500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.8750 	 3.7707e-14	2.8e-15	2.8e-15	2.8e-15	2.8e-15	2.8e-15	2.8e-15	2.8e-15	2.8e-15	2.9e-15	3.1e-15	3.2e-15	3.4e-15	3.5e-15
	 1.0000 	 1.5096e-13	1.1e-14	1.1e-14	1.1e-14	1.1e-14	1.1e-14	1.1e-14	1.1e-14	1.1e-14	1.1e-14	1.2e-14	1.3e-14	1.3e-14	1.4e-14
	 1.1250 	 3.3995e-13	2.5e-14	2.5e-14	2.5e-14	2.5e-14	2.5e-14	2.5e-14	2.5e-14	2.5e-14	2.6e-14	2.8e-14	2.9e-14	3.0e-14	3.1e-14
	 1.2500 	 6.0487e-13	4.5e-14	4.5e-14	4.5e-14	4.5e-14	4.5e-14	4.5e-14	4.5e-14	4.4e-14	4.6e-14	4.9e-14	5.1e-14	5.4e-14	5.6e-14
	 1.3750 	 9.4593e-13	7.0e-14	7.0e-14	7.0e-14	7.0e-14	7.0e-14	7.0e-14	7.0e-14	7.0e-14	7.2e-14	7.7e-14	8.0e-14	8.4e-14	8.7e-14
	 1.5000 	 1.3633e-12	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.0e-13	1.1e-13	1.1e-13	1.2e-13	1.3e-13
	 1.6250 	 1.8572e-12	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.4e-13	1.5e-13	1.6e-13	1.7e-13	1.7e-13
	 1.7500 	 2.4278e-12	1.8e-13	1.8e-13	1.8e-13	1.8e-13	1.8e-13	1.8e-13	1.8e-13	1.8e-13	1.9e-13	2.0e-13	2.0e-13	2.2e-13	2.2e-13
	 1.8750 	 3.0754e-12	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.3e-13	2.5e-13	2.6e-13	2.8e-13	2.8e-13
	 2.0000 	 3.8000e-12	2.8e-13	2.8e-13	2.8e-13	2.8e-13	2.8e-13	2.8e-13	2.8e-13	2.8e-13	2.9e-13	3.1e-13	3.2e-13	3.4e-13	3.5e-13
	 2.1250 	 6.0082e-12	4.5e-13	4.5e-13	4.5e-13	4.5e-13	4.5e-13	4.5e-13	4.5e-13	4.5e-13	4.7e-13	4.9e-13	5.1e-13	5.4e-13	5.6e-13
	 2.2500 	 1.1085e-11	8.3e-13	8.3e-13	8.3e-13	8.3e-13	8.3e-13	8.3e-13	8.4e-13	8.4e-13	8.7e-13	9.2e-13	9.7e-13	1.0e-12	1.1e-12
	 2.3750 	 1.8999e-11	1.4e-12	1.4e-12	1.4e-12	1.4e-12	1.4e-12	1.4e-12	1.4e-12	1.5e-12	1.5e-12	1.6e-12	1.7e-12	1.8e-12	1.8e-12
	 2.5000 	 2.9717e-11	2.2e-12	2.2e-12	2.2e-12	2.2e-12	2.2e-12	2.2e-12	2.3e-12	2.3e-12	2.4e-12	2.5e-12	2.6e-12	2.8e-12	2.9e-12
	 2.6250 	 4.3208e-11	3.2e-12	3.2e-12	3.2e-12	3.2e-12	3.2e-12	3.2e-12	3.3e-12	3.3e-12	3.5e-12	3.6e-12	3.8e-12	4.0e-12	4.2e-12
	 2.7500 	 5.9440e-11	4.5e-12	4.5e-12	4.5e-12	4.5e-12	4.5e-12	4.5e-12	4.5e-12	4.6e-12	4.8e-12	5.0e-12	5.3e-12	5.6e-12	5.8e-12
	 2.8750 	 7.8382e-11	5.9e-12	5.9e-12	5.9e-12	5.9e-12	5.9e-12	5.9e-12	6.0e-12	6.0e-12	6.3e-12	6.6e-12	7.0e-12	7.4e-12	7.7e-12
	 3.0000 	 1.0000e-10	7.5e-12	7.5e-12	7.5e-12	7.5e-12	7.5e-12	7.5e-12	7.6e-12	7.7e-12	8.0e-12	8.4e-12	8.9e-12	9.4e-12	9.8e-12
	 3.1250 	 1.6380e-10	1.2e-11	1.2e-11	1.2e-11	1.2e-11	1.2e-11	1.2e-11	1.2e-11	1.2e-11	1.3e-11	1.4e-11	1.5e-11	1.6e-11	1.7e-11
	 3.2500 	 3.0218e-10	2.0e-11	2.0e-11	2.0e-11	2.0e-11	2.0e-11	2.0e-11	2.1e-11	2.2e-11	2.3e-11	2.5e-11	2.8e-11	3.1e-11	3.3e-11
	 3.3750 	 5.0446e-10	3.3e-11	3.3e-11	3.3e-11	3.3e-11	3.3e-11	3.3e-11	3.3e-11	3.6e-11	3.9e-11	4.2e-11	4.7e-11	5.3e-11	5.6e-11
	 3.5000 	 7.5993e-10	4.9e-11	4.9e-11	4.9e-11	4.9e-11	4.9e-11	4.9e-11	5.0e-11	5.4e-11	5.8e-11	6.3e-11	7.1e-11	8.0e-11	8.5e-11
	 3.6250 	 1.0579e-09	6.8e-11	6.8e-11	6.8e-11	6.8e-11	6.8e-11	6.9e-11	6.9e-11	7.5e-11	8.1e-11	8.7e-11	9.9e-11	1.1e-10	1.2e-10
	 3.7500 	 1.3877e-09	9.0e-11	9.0e-11	9.0e-11	9.0e-11	9.0e-11	9.1e-11	9.1e-11	9.8e-11	1.1e-10	1.1e-10	1.3e-10	1.4e-10	1.5e-10
	 3.8750 	 1.7386e-09	1.1e-10	1.1e-10	1.1e-10	1.1e-10	1.1e-10	1.1e-10	1.1e-10	1.2e-10	1.3e-10	1.4e-10	1.6e-10	1.8e-10	1.9e-10
	 4.0000 	 2.1000e-09	1.4e-10	1.4e-10	1.4e-10	1.4e-10	1.4e-10	1.4e-10	1.4e-10	1.5e-10	1.6e-10	1.7e-10	1.9e-10	2.1e-10	2.2e-10
	 4.1250 	 2.6057e-09	1.8e-10	1.8e-10	1.8e-10	1.8e-10	1.8e-10	1.8e-10	1.8e-10	1.9e-10	2.0e-10	2.1e-10	2.3e-10	2.5e-10	2.6e-10
	 4.2500 	 3.3365e-09	2.6e-10	2.5e-10	2.5e-10	2.5e-10	2.5e-10	2.5e-10	2.4e-10	2.5e-10	2.6e-10	2.6e-10	2.8e-10	3.0e-10	3.1e-10
	 4.3750 	 4.2024e-09	3.5e-10	3.4e-10	3.4e-10	3.4e-10	3.3e-10	3.3e-10	3.2e-10	3.2e-10	3.2e-10	3.3e-10	3.4e-10	3.5e-10	3.7e-10
	 4.5000 	 5.1130e-09	4.4e-10	4.4e-10	4.4e-10	4.3e-10	4.2e-10	4.1e-10	4.0e-10	4.0e-10	3.9e-10	3.9e-10	4.0e-10	4.1e-10	4.2e-10
	 4.6250 	 5.9783e-09	5.3e-10	5.3e-10	5.3e-10	5.1e-10	5.1e-10	4.9e-10	4.8e-10	4.8e-10	4.6e-10	4.6e-10	4.6e-10	4.6e-10	4.8e-10
	 4.7500 	 6.7080e-09	6.1e-10	6.1e-10	6.1e-10	5.9e-10	5.8e-10	5.6e-10	5.5e-10	5.4e-10	5.2e-10	5.1e-10	5.1e-10	5.1e-10	5.2e-10
	 4.8750 	 7.2120e-09	6.7e-10	6.6e-10	6.6e-10	6.4e-10	6.3e-10	6.1e-10	5.9e-10	5.8e-10	5.6e-10	5.5e-10	5.4e-10	5.4e-10	5.5e-10
	 5.0000 	 7.4000e-09	6.9e-10	6.8e-10	6.8e-10	6.6e-10	6.5e-10	6.3e-10	6.1e-10	6.0e-10	5.7e-10	5.6e-10	5.5e-10	5.5e-10	5.6e-10

Multiplicity alpha 0.000542
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
