Energy 2 			# in MeV 
Cross_section 0.152600 		# in barn

Multiplicity proton 0.000048
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 1.6000 	 2.5550e-06	3.1e-07	3.0e-07	3.0e-07	2.9e-07	2.8e-07	2.6e-07	2.5e-07	2.3e-07	1.9e-07	1.7e-07	1.5e-07	1.4e-07	1.3e-07
	 1.6500 	 2.3450e-06	2.8e-07	2.8e-07	2.7e-07	2.6e-07	2.5e-07	2.4e-07	2.2e-07	2.1e-07	1.8e-07	1.5e-07	1.3e-07	1.2e-07	1.2e-07
	 1.7000 	 2.1358e-06	2.6e-07	2.5e-07	2.5e-07	2.4e-07	2.3e-07	2.2e-07	2.0e-07	1.9e-07	1.6e-07	1.4e-07	1.2e-07	1.1e-07	1.1e-07
	 1.7500 	 1.9286e-06	2.3e-07	2.3e-07	2.2e-07	2.2e-07	2.1e-07	2.0e-07	1.8e-07	1.7e-07	1.5e-07	1.3e-07	1.1e-07	1.0e-07	9.8e-08
	 1.8000 	 1.7248e-06	2.1e-07	2.0e-07	2.0e-07	1.9e-07	1.9e-07	1.8e-07	1.7e-07	1.5e-07	1.3e-07	1.1e-07	9.9e-08	9.2e-08	8.8e-08
	 1.8500 	 1.5258e-06	1.8e-07	1.8e-07	1.8e-07	1.7e-07	1.7e-07	1.6e-07	1.5e-07	1.4e-07	1.2e-07	1.0e-07	8.7e-08	8.1e-08	7.8e-08
	 1.9000 	 1.3330e-06	1.6e-07	1.6e-07	1.6e-07	1.5e-07	1.4e-07	1.4e-07	1.3e-07	1.2e-07	1.0e-07	8.7e-08	7.6e-08	7.1e-08	6.8e-08
	 1.9500 	 1.1478e-06	1.4e-07	1.4e-07	1.3e-07	1.3e-07	1.2e-07	1.2e-07	1.1e-07	1.0e-07	8.7e-08	7.5e-08	6.6e-08	6.1e-08	5.9e-08
	 2.0000 	 9.7143e-07	1.2e-07	1.1e-07	1.1e-07	1.1e-07	1.1e-07	9.9e-08	9.3e-08	8.7e-08	7.3e-08	6.3e-08	5.6e-08	5.2e-08	5.0e-08

Multiplicity alpha 0.993400
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.0500 	 7.2267e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	1.9e-09	1.3e-07	3.4e-07	4.9e-07
	 0.1000 	 2.8620e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	7.5e-09	5.3e-07	1.3e-06	1.9e-06
	 0.1500 	 6.3749e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	1.7e-08	1.2e-06	3.0e-06	4.3e-06
	 0.2000 	 1.1218e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	2.9e-08	2.1e-06	5.2e-06	7.5e-06
	 0.2500 	 1.7349e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	4.5e-08	3.2e-06	8.0e-06	1.2e-05
	 0.3000 	 2.4725e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	6.5e-08	4.5e-06	1.1e-05	1.6e-05
	 0.3500 	 3.3302e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	8.7e-08	6.1e-06	1.5e-05	2.2e-05
	 0.4000 	 4.3037e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	1.1e-07	7.8e-06	2.0e-05	2.8e-05
	 0.4500 	 5.3887e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	1.4e-07	9.8e-06	2.4e-05	3.5e-05
	 0.5000 	 6.5810e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	1.7e-07	1.2e-05	3.0e-05	4.2e-05
	 0.5500 	 7.8762e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	2.1e-07	1.4e-05	3.5e-05	5.0e-05
	 0.6000 	 9.2700e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	2.4e-07	1.7e-05	4.1e-05	5.9e-05
	 0.6500 	 1.0758e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	2.8e-07	1.9e-05	4.7e-05	6.8e-05
	 0.7000 	 1.2336e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	3.3e-07	2.2e-05	5.4e-05	7.7e-05
	 0.7500 	 1.4000e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	3.7e-07	2.5e-05	6.1e-05	8.7e-05
	 0.8000 	 1.9135e-04	4.6e-06	4.6e-06	4.4e-06	4.2e-06	3.9e-06	3.5e-06	3.3e-06	3.0e-06	2.4e-06	2.5e-06	3.0e-05	7.0e-05	1.0e-04
	 0.8500 	 3.1048e-04	1.8e-05	1.8e-05	1.7e-05	1.7e-05	1.6e-05	1.4e-05	1.3e-05	1.2e-05	9.6e-06	8.6e-06	3.7e-05	8.3e-05	1.2e-04
	 0.9000 	 4.9620e-04	4.1e-05	4.1e-05	3.9e-05	3.7e-05	3.5e-05	3.1e-05	3.0e-05	2.6e-05	2.1e-05	1.9e-05	4.8e-05	1.0e-04	1.4e-04
	 0.9500 	 7.4731e-04	7.3e-05	7.3e-05	6.9e-05	6.5e-05	6.2e-05	5.5e-05	5.2e-05	4.7e-05	3.8e-05	3.3e-05	6.2e-05	1.2e-04	1.7e-04
	 1.0000 	 1.0626e-03	1.1e-04	1.1e-04	1.1e-04	1.0e-04	9.6e-05	8.5e-05	8.1e-05	7.3e-05	5.9e-05	5.1e-05	8.0e-05	1.5e-04	2.1e-04
	 1.0500 	 1.4409e-03	1.6e-04	1.6e-04	1.5e-04	1.5e-04	1.4e-04	1.2e-04	1.2e-04	1.0e-04	8.4e-05	7.2e-05	1.0e-04	1.8e-04	2.5e-04
	 1.1000 	 1.8810e-03	2.2e-04	2.2e-04	2.1e-04	2.0e-04	1.9e-04	1.7e-04	1.6e-04	1.4e-04	1.1e-04	9.8e-05	1.2e-04	2.1e-04	2.9e-04
	 1.1500 	 2.3816e-03	2.8e-04	2.8e-04	2.7e-04	2.5e-04	2.4e-04	2.1e-04	2.0e-04	1.8e-04	1.5e-04	1.3e-04	1.5e-04	2.4e-04	3.4e-04
	 1.2000 	 2.9417e-03	3.5e-04	3.5e-04	3.4e-04	3.2e-04	3.0e-04	2.7e-04	2.6e-04	2.3e-04	1.9e-04	1.6e-04	1.8e-04	2.8e-04	3.9e-04
	 1.2500 	 3.5599e-03	4.3e-04	4.3e-04	4.1e-04	3.9e-04	3.7e-04	3.3e-04	3.2e-04	2.8e-04	2.3e-04	1.9e-04	2.1e-04	3.3e-04	4.5e-04
	 1.3000 	 4.2351e-03	5.2e-04	5.2e-04	5.0e-04	4.7e-04	4.5e-04	4.0e-04	3.8e-04	3.4e-04	2.7e-04	2.3e-04	2.4e-04	3.7e-04	5.1e-04
	 1.3500 	 4.9661e-03	6.2e-04	6.2e-04	5.9e-04	5.6e-04	5.3e-04	4.7e-04	4.5e-04	4.0e-04	3.2e-04	2.8e-04	2.8e-04	4.2e-04	5.7e-04
	 1.4000 	 5.7517e-03	7.2e-04	7.2e-04	6.8e-04	6.5e-04	6.2e-04	5.5e-04	5.2e-04	4.7e-04	3.8e-04	3.2e-04	3.2e-04	4.8e-04	6.4e-04
	 1.4500 	 6.5907e-03	8.2e-04	8.2e-04	7.9e-04	7.5e-04	7.1e-04	6.4e-04	6.0e-04	5.4e-04	4.4e-04	3.7e-04	3.6e-04	5.3e-04	7.1e-04
	 1.5000 	 7.4819e-03	9.4e-04	9.4e-04	9.0e-04	8.5e-04	8.1e-04	7.3e-04	6.9e-04	6.1e-04	5.0e-04	4.2e-04	4.1e-04	5.9e-04	7.8e-04
	 1.5500 	 8.4240e-03	1.1e-03	1.1e-03	1.0e-03	9.6e-04	9.2e-04	8.2e-04	7.8e-04	6.9e-04	5.6e-04	4.8e-04	4.6e-04	6.5e-04	8.5e-04
	 1.6000 	 9.4160e-03	1.2e-03	1.2e-03	1.1e-03	1.1e-03	1.0e-03	9.2e-04	8.7e-04	7.8e-04	6.3e-04	5.4e-04	5.1e-04	7.1e-04	9.3e-04
	 1.6500 	 1.0457e-02	1.3e-03	1.3e-03	1.3e-03	1.2e-03	1.1e-03	1.0e-03	9.7e-04	8.7e-04	7.0e-04	6.0e-04	5.6e-04	7.8e-04	1.0e-03
	 1.7000 	 1.1544e-02	1.5e-03	1.5e-03	1.4e-03	1.3e-03	1.3e-03	1.1e-03	1.1e-03	9.6e-04	7.8e-04	6.6e-04	6.2e-04	8.5e-04	1.1e-03
	 1.7500 	 1.2679e-02	1.6e-03	1.6e-03	1.5e-03	1.5e-03	1.4e-03	1.3e-03	1.2e-03	1.1e-03	8.6e-04	7.3e-04	6.8e-04	9.2e-04	1.2e-03
	 1.8000 	 1.3858e-02	1.8e-03	1.8e-03	1.7e-03	1.6e-03	1.5e-03	1.4e-03	1.3e-03	1.2e-03	9.4e-04	8.0e-04	7.4e-04	9.9e-04	1.3e-03
	 1.8500 	 1.5081e-02	1.9e-03	1.9e-03	1.8e-03	1.7e-03	1.7e-03	1.5e-03	1.4e-03	1.3e-03	1.0e-03	8.7e-04	8.0e-04	1.1e-03	1.3e-03
	 1.9000 	 1.6346e-02	2.1e-03	2.1e-03	2.0e-03	1.9e-03	1.8e-03	1.6e-03	1.5e-03	1.4e-03	1.1e-03	9.4e-04	8.6e-04	1.1e-03	1.4e-03
	 1.9500 	 1.7653e-02	2.2e-03	2.2e-03	2.1e-03	2.0e-03	1.9e-03	1.8e-03	1.7e-03	1.5e-03	1.2e-03	1.0e-03	9.3e-04	1.2e-03	1.5e-03
	 2.0000 	 1.9000e-02	2.4e-03	2.4e-03	2.3e-03	2.2e-03	2.1e-03	1.9e-03	1.8e-03	1.6e-03	1.3e-03	1.1e-03	1.0e-03	1.3e-03	1.6e-03

Energy_fraction_recoils 0.241000

#################################################################################################################################################

Energy 3 			# in MeV 
Cross_section 0.354500 		# in barn

Multiplicity proton 0.000042
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.0750 	 7.9950e-07	1.0e-07	1.0e-07	1.0e-07	9.6e-08	9.0e-08	8.4e-08	7.7e-08	7.2e-08	5.9e-08	4.9e-08	4.4e-08	4.0e-08	3.9e-08
	 0.1500 	 1.6032e-06	2.1e-07	2.1e-07	2.0e-07	1.9e-07	1.8e-07	1.7e-07	1.5e-07	1.4e-07	1.2e-07	9.8e-08	8.8e-08	7.9e-08	7.8e-08
	 0.2250 	 2.3913e-06	3.1e-07	3.1e-07	3.0e-07	2.9e-07	2.7e-07	2.5e-07	2.3e-07	2.2e-07	1.8e-07	1.5e-07	1.3e-07	1.2e-07	1.2e-07
	 0.3000 	 3.1439e-06	4.1e-07	4.1e-07	4.0e-07	3.8e-07	3.6e-07	3.3e-07	3.0e-07	2.8e-07	2.3e-07	1.9e-07	1.7e-07	1.6e-07	1.5e-07
	 0.3750 	 3.8411e-06	5.0e-07	5.0e-07	4.8e-07	4.6e-07	4.3e-07	4.1e-07	3.7e-07	3.5e-07	2.8e-07	2.3e-07	2.1e-07	1.9e-07	1.9e-07
	 0.4500 	 4.4630e-06	5.9e-07	5.8e-07	5.6e-07	5.4e-07	5.0e-07	4.7e-07	4.3e-07	4.0e-07	3.3e-07	2.7e-07	2.4e-07	2.2e-07	2.2e-07
	 0.5250 	 4.9897e-06	6.5e-07	6.4e-07	6.3e-07	6.0e-07	5.6e-07	5.3e-07	4.8e-07	4.5e-07	3.7e-07	3.1e-07	2.7e-07	2.5e-07	2.4e-07
	 0.6000 	 5.4013e-06	7.1e-07	7.0e-07	6.8e-07	6.5e-07	6.1e-07	5.7e-07	5.2e-07	4.9e-07	4.0e-07	3.3e-07	3.0e-07	2.7e-07	2.6e-07
	 0.6750 	 5.6781e-06	7.4e-07	7.3e-07	7.1e-07	6.8e-07	6.4e-07	6.0e-07	5.5e-07	5.1e-07	4.2e-07	3.5e-07	3.1e-07	2.8e-07	2.7e-07
	 0.7500 	 5.8000e-06	7.5e-07	7.4e-07	7.2e-07	6.9e-07	6.5e-07	6.1e-07	5.6e-07	5.2e-07	4.3e-07	3.6e-07	3.2e-07	2.9e-07	2.8e-07
	 0.8250 	 5.8366e-06	7.5e-07	7.4e-07	7.2e-07	6.9e-07	6.5e-07	6.1e-07	5.6e-07	5.2e-07	4.3e-07	3.6e-07	3.2e-07	2.9e-07	2.8e-07
	 0.9000 	 5.8706e-06	7.5e-07	7.4e-07	7.2e-07	6.9e-07	6.5e-07	6.1e-07	5.7e-07	5.2e-07	4.4e-07	3.7e-07	3.3e-07	3.0e-07	2.8e-07
	 0.9750 	 5.9021e-06	7.5e-07	7.4e-07	7.2e-07	6.9e-07	6.5e-07	6.2e-07	5.7e-07	5.3e-07	4.4e-07	3.7e-07	3.3e-07	3.0e-07	2.8e-07
	 1.0500 	 5.9311e-06	7.5e-07	7.4e-07	7.2e-07	6.9e-07	6.5e-07	6.2e-07	5.7e-07	5.3e-07	4.5e-07	3.8e-07	3.3e-07	3.0e-07	2.8e-07
	 1.1250 	 5.9576e-06	7.5e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.2e-07	5.8e-07	5.3e-07	4.5e-07	3.8e-07	3.4e-07	3.1e-07	2.9e-07
	 1.2000 	 5.9817e-06	7.5e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.2e-07	5.8e-07	5.3e-07	4.5e-07	3.8e-07	3.4e-07	3.1e-07	2.9e-07
	 1.2750 	 6.0035e-06	7.5e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.2e-07	5.8e-07	5.3e-07	4.6e-07	3.9e-07	3.4e-07	3.1e-07	2.9e-07
	 1.3500 	 6.0230e-06	7.5e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.2e-07	5.8e-07	5.3e-07	4.6e-07	3.9e-07	3.4e-07	3.1e-07	2.9e-07
	 1.4250 	 6.0401e-06	7.5e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.8e-07	5.4e-07	4.6e-07	3.9e-07	3.4e-07	3.1e-07	2.9e-07
	 1.5000 	 6.0550e-06	7.5e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.6e-07	3.9e-07	3.5e-07	3.2e-07	2.9e-07
	 1.5750 	 6.0677e-06	7.5e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.7e-07	4.0e-07	3.5e-07	3.2e-07	2.9e-07
	 1.6500 	 6.0783e-06	7.4e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.7e-07	4.0e-07	3.5e-07	3.2e-07	2.9e-07
	 1.7250 	 6.0867e-06	7.4e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.7e-07	4.0e-07	3.5e-07	3.2e-07	2.9e-07
	 1.8000 	 6.0930e-06	7.4e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.7e-07	4.0e-07	3.5e-07	3.2e-07	2.9e-07
	 1.8750 	 6.0973e-06	7.4e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.7e-07	4.0e-07	3.5e-07	3.2e-07	2.9e-07
	 1.9500 	 6.0996e-06	7.4e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.7e-07	4.0e-07	3.5e-07	3.2e-07	2.9e-07
	 2.0250 	 6.0950e-06	7.4e-07	7.4e-07	7.2e-07	7.0e-07	6.6e-07	6.3e-07	5.9e-07	5.4e-07	4.7e-07	4.0e-07	3.5e-07	3.2e-07	2.9e-07
	 2.1000 	 6.0223e-06	7.3e-07	7.3e-07	7.1e-07	6.9e-07	6.5e-07	6.2e-07	5.8e-07	5.3e-07	4.6e-07	3.9e-07	3.5e-07	3.2e-07	2.9e-07
	 2.1750 	 5.8703e-06	7.1e-07	7.1e-07	6.9e-07	6.7e-07	6.4e-07	6.1e-07	5.7e-07	5.2e-07	4.5e-07	3.8e-07	3.4e-07	3.1e-07	2.8e-07
	 2.2500 	 5.6481e-06	6.8e-07	6.9e-07	6.7e-07	6.5e-07	6.1e-07	5.8e-07	5.5e-07	5.0e-07	4.4e-07	3.7e-07	3.2e-07	3.0e-07	2.7e-07
	 2.3250 	 5.3650e-06	6.5e-07	6.5e-07	6.3e-07	6.2e-07	5.8e-07	5.5e-07	5.2e-07	4.7e-07	4.1e-07	3.5e-07	3.1e-07	2.8e-07	2.6e-07
	 2.4000 	 5.0300e-06	6.1e-07	6.1e-07	5.9e-07	5.8e-07	5.4e-07	5.2e-07	4.9e-07	4.5e-07	3.9e-07	3.3e-07	2.9e-07	2.6e-07	2.4e-07
	 2.4750 	 4.6523e-06	5.6e-07	5.6e-07	5.5e-07	5.3e-07	5.0e-07	4.8e-07	4.5e-07	4.1e-07	3.6e-07	3.1e-07	2.7e-07	2.4e-07	2.2e-07
	 2.5500 	 4.2411e-06	5.1e-07	5.1e-07	5.0e-07	4.9e-07	4.6e-07	4.4e-07	4.1e-07	3.8e-07	3.3e-07	2.8e-07	2.4e-07	2.2e-07	2.0e-07
	 2.6250 	 3.8054e-06	4.6e-07	4.6e-07	4.5e-07	4.4e-07	4.1e-07	3.9e-07	3.7e-07	3.4e-07	2.9e-07	2.5e-07	2.2e-07	2.0e-07	1.8e-07
	 2.7000 	 3.3545e-06	4.0e-07	4.1e-07	4.0e-07	3.8e-07	3.6e-07	3.5e-07	3.2e-07	3.0e-07	2.6e-07	2.2e-07	1.9e-07	1.8e-07	1.6e-07
	 2.7750 	 2.8976e-06	3.5e-07	3.5e-07	3.4e-07	3.3e-07	3.1e-07	3.0e-07	2.8e-07	2.6e-07	2.2e-07	1.9e-07	1.7e-07	1.5e-07	1.4e-07
	 2.8500 	 2.4436e-06	2.9e-07	3.0e-07	2.9e-07	2.8e-07	2.6e-07	2.5e-07	2.4e-07	2.2e-07	1.9e-07	1.6e-07	1.4e-07	1.3e-07	1.2e-07
	 2.9250 	 2.0019e-06	2.4e-07	2.4e-07	2.4e-07	2.3e-07	2.2e-07	2.1e-07	1.9e-07	1.8e-07	1.5e-07	1.3e-07	1.1e-07	1.1e-07	9.5e-08
	 3.0000 	 1.5815e-06	1.9e-07	1.9e-07	1.9e-07	1.8e-07	1.7e-07	1.6e-07	1.5e-07	1.4e-07	1.2e-07	1.0e-07	9.1e-08	8.3e-08	7.5e-08

Multiplicity alpha 0.997700
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
