  0.6130000      0.5910000      0.5480000      0.5090000      0.4230000
  0.3530000      0.2950000      0.2480000      0.1770000      0.1290000
  9.4999999E-02  7.1999997E-02  5.5000000E-02  4.1999999E-02  3.3000000E-02
  2.6000001E-02  2.1000000E-02  1.7000001E-02  1.4000000E-02  1.1750000E-02
  9.8999999E-03  6.9614002E-03  5.0265999E-03  4.3092999E-03  3.7144001E-03
  2.8007999E-03  2.1499000E-03  1.4884000E-03  1.1848001E-03  1.0619001E-03
  7.7729998E-04  7.0406997E-04  5.8167003E-04  4.0701000E-04  2.9313000E-04
  2.1637000E-04  2.0123999E-04  1.6313000E-04  1.4264999E-04  1.2528000E-04
  9.7787000E-05  7.7431003E-05  6.2102001E-05  4.5559002E-05  2.8517999E-05
  1.8748000E-05  1.2825000E-05  9.0666999E-06  4.9034002E-06  2.8784000E-06
  1.7991000E-06  1.1816001E-06  8.0773998E-07  4.8497998E-07  3.0855000E-07
  2.0557000E-07  1.2667000E-07  7.4368003E-08  4.6497000E-08  3.0551998E-08
  4.7015001E-09  1.9363999E-09  2.4094000E-13  5.2701998E-23  5.2591999E-32
   3.000000       2.986000       2.947000       2.884000       2.802000
   2.708000       2.606000       2.502000       2.400000       2.304000
   2.215000       2.135000       2.065000       2.004000       1.950000
   1.904000       1.863000       1.828000       1.796000       1.768000
   1.742000       1.693000       1.648000       1.626000       1.604000
   1.559000       1.513000       1.465000       1.417000       1.393000
   1.369000       1.320000       1.270000       1.221000       1.173000
   1.149000       1.125000       1.078000       1.033000      0.9240000
  0.8230000      0.7320000      0.6500000      0.5120000      0.4040000
  0.3200000      0.2550000      0.2050000      0.1650000      0.1340000
  0.1100000      9.0999998E-02  7.5000003E-02  6.3000001E-02  5.2999999E-02
  4.4000000E-02  3.1902000E-02  2.3600001E-02  2.0440999E-02  1.7782001E-02
  1.3622000E-02  1.0594000E-02  7.4498998E-03  5.9802001E-03  5.3798999E-03
  3.9757998E-03  3.6112000E-03  2.9982000E-03  2.1150000E-03  1.5329000E-03
  1.1372000E-03  1.0588000E-03  8.6083001E-04  7.5408001E-04  6.6331000E-04
  5.1917997E-04  4.1206001E-04  3.3113000E-04  2.4352000E-04  1.5290000E-04
  1.0075000E-04  6.9037997E-05  4.8872000E-05  2.6483000E-05  1.5568001E-05
  9.7405000E-06  6.4023998E-06  4.3799000E-06  2.6319999E-06  1.6757000E-06
  1.1172000E-06  6.8895002E-07  4.0483999E-07  2.5332000E-07  1.6657999E-07
  2.5746001E-08  1.0633000E-08  1.4485000E-12  4.2895999E-22  4.2935002E-31
   4.000000       3.987000       3.950000       3.889000       3.807000
   3.707000       3.592000       3.468000       3.336000       3.201000
   3.065000       2.932000       2.804000       2.683000       2.569000
   2.463000       2.365000       2.277000       2.197000       2.125000
   2.060000       1.951000       1.864000       1.828000       1.795000
   1.739000       1.692000       1.652000       1.616000       1.600000
   1.583000       1.551000       1.520000       1.489000       1.458000
   1.443000       1.427000       1.395000       1.362000       1.279000
   1.195000       1.112000       1.030000      0.8760000      0.7400000
  0.6220000      0.5220000      0.4390000      0.3690000      0.3110000
  0.2630000      0.2230000      0.1900000      0.1630000      0.1390000
  0.1200000      9.0094000E-02  6.8572998E-02  6.0125999E-02  5.2889999E-02
  4.1311000E-02  3.2652002E-02  2.3420000E-02  1.9003000E-02  1.7178001E-02
  1.2854000E-02  1.1717000E-02  9.7914999E-03  6.9819000E-03  5.1031001E-03
  3.8113000E-03  3.5540001E-03  2.9010000E-03  2.5473000E-03  2.2455000E-03
  1.7641000E-03  1.4046000E-03  1.1317000E-03  8.3506998E-04  5.2654999E-04
  3.4801001E-04  2.3903001E-04  1.6952000E-04  9.2101000E-05  5.4240001E-05
  3.3983000E-05  2.2361000E-05  1.5310001E-05  9.2098999E-06  5.8688001E-06
  3.9154002E-06  2.4167000E-06  1.4215000E-06  8.9026003E-07  5.8590001E-07
  9.0954003E-08  3.7665000E-08  5.5664002E-12  2.0056999E-21  2.0140001E-30
   5.000000       4.988000       4.954000       4.897000       4.820000
   4.724000       4.613000       4.488000       4.352000       4.209000
   4.060000       3.908000       3.756000       3.606000       3.459000
   3.316000       3.179000       3.048000       2.924000       2.808000
   2.699000       2.503000       2.336000       2.263000       2.195000
   2.077000       1.979000       1.897000       1.829000       1.799000
   1.771000       1.723000       1.681000       1.644000       1.611000
   1.596000       1.581000       1.553000       1.526000       1.463000
   1.402000       1.339000       1.276000       1.147000       1.020000
  0.9000000      0.7900000      0.6900000      0.6020000      0.5240000
  0.4570000      0.3980000      0.3470000      0.3040000      0.2660000
  0.2330000      0.1811800      0.1420400      0.1261700      0.1123200
  8.9605004E-02  7.2112001E-02  5.2891999E-02  4.3451998E-02  3.9496999E-02
  2.9988000E-02  2.7453000E-02  2.3119001E-02  1.6698999E-02  1.2331000E-02
  9.2853997E-03  8.6741000E-03  7.1152998E-03  6.2658000E-03  5.5380999E-03
  4.3712002E-03  3.4938999E-03  2.8247000E-03  2.0929000E-03  1.3267000E-03
  8.8021997E-04  6.0635002E-04  4.3099001E-04  2.3493000E-04  1.3867000E-04
  8.7023996E-05  5.7334000E-05  3.9295999E-05  2.3668001E-05  1.5097000E-05
  1.0080000E-05  6.2279000E-06  3.6669001E-06  2.2987001E-06  1.5140999E-06
  2.3611000E-07  9.8040999E-08  1.5601000E-11  6.4706001E-21  6.5211002E-30
   6.000000       5.990000       5.958000       5.907000       5.837000
   5.749000       5.645000       5.526000       5.396000       5.255000
   5.107000       4.952000       4.794000       4.633000       4.472000
   4.311000       4.153000       3.998000       3.847000       3.701000
   3.560000       3.297000       3.058000       2.949000       2.846000
   2.658000       2.494000       2.351000       2.227000       2.171000
   2.120000       2.028000       1.948000       1.880000       1.821000
   1.794000       1.770000       1.725000       1.685000       1.603000
   1.537000       1.479000       1.426000       1.322000       1.219000
   1.114000       1.012000      0.9140000      0.8220000      0.7360000
  0.6590000      0.5880000      0.5250000      0.4680000      0.4180000
  0.3730000      0.2997000      0.2417300      0.2174800      0.1959300
  0.1596900      0.1309300      9.8319001E-02  8.1850998E-02  7.4850000E-02
  5.7744000E-02  5.3110000E-02  4.5113001E-02  3.3059999E-02  2.4697000E-02
  1.8774001E-02  1.7573999E-02  1.4498000E-02  1.2811000E-02  1.1358000E-02
  9.0135001E-03  7.2377999E-03  5.8745998E-03  4.3742000E-03  2.7900999E-03
  1.8597000E-03  1.2856000E-03  9.1626000E-04  5.0140999E-04  2.9674999E-04
  1.8659000E-04  1.2312000E-04  8.4482002E-05  5.0955001E-05  3.2537999E-05
  2.1746000E-05  1.3450000E-05  7.9278998E-06  4.9747000E-06  3.2797000E-06
  5.1377998E-07  2.1391000E-07  3.6422001E-11  1.6821000E-20  1.7025000E-29
   7.000000       6.991000       6.963000       6.918000       6.855000
   6.776000       6.682000       6.574000       6.453000       6.321000
   6.180000       6.030000       5.875000       5.714000       5.551000
   5.385000       5.218000       5.051000       4.886000       4.723000
   4.563000       4.254000       3.963000       3.825000       3.693000
   3.445000       3.219000       3.014000       2.831000       2.747000
   2.667000       2.522000       2.393000       2.278000       2.178000
   2.132000       2.089000       2.011000       1.942000       1.802000
   1.697000       1.616000       1.551000       1.445000       1.353000
   1.265000       1.177000       1.090000       1.004000      0.9210000
  0.8430000      0.7690000      0.7000000      0.6360000      0.5780000
  0.5250000      0.4343300      0.3595700      0.3273900      0.2982900
  0.2481800      0.2072300      0.1593400      0.1344600      0.1237300
  9.7048998E-02  8.9703999E-02  7.6893002E-02  5.7229999E-02  4.3297000E-02
  3.3257000E-02  3.1204000E-02  2.5905000E-02  2.2976000E-02  2.0440999E-02
  1.6321000E-02  1.3174000E-02  1.0741000E-02  8.0425004E-03  5.1668999E-03
  3.4622001E-03  2.4029000E-03  1.7180000E-03  9.4442000E-04  5.6066999E-04
  3.5332999E-04  2.3352999E-04  1.6046000E-04  9.6932999E-05  6.1974999E-05
  4.1463001E-05  2.5673000E-05  1.5151000E-05  9.5171999E-06  6.2804002E-06
  9.8840997E-07  4.1262999E-07  7.4781001E-11  3.7634000E-20  3.8280000E-29
   8.000000       7.992000       7.967000       7.926000       7.869000
   7.798000       7.712000       7.612000       7.501000       7.378000
   7.245000       7.103000       6.954000       6.798000       6.637000
   6.472000       6.304000       6.134000       5.964000       5.793000
   5.623000       5.289000       4.965000       4.808000       4.655000
   4.363000       4.089000       3.834000       3.599000       3.489000
   3.383000       3.186000       3.006000       2.844000       2.697000
   2.629000       2.564000       2.445000       2.338000       2.115000
   1.946000       1.816000       1.714000       1.568000       1.463000
   1.377000       1.298000       1.221000       1.145000       1.070000
  0.9970000      0.9260000      0.8570000      0.7920000      0.7310000
  0.6740000      0.5718800      0.4845700      0.4460100      0.4105700
  0.3482100      0.2958400      0.2327200      0.1990300      0.1842700
  0.1469800      0.1365400      0.1181400      8.9354999E-02  6.8504997E-02
  5.3204000E-02  5.0043002E-02  4.1829001E-02  3.7250001E-02  3.3264998E-02
  2.6737999E-02  2.1706000E-02  1.7783999E-02  1.3399000E-02  8.6773001E-03
  5.8488999E-03  4.0778001E-03  2.9257999E-03  1.6166000E-03  9.6307998E-04
  6.0845999E-04  4.0292001E-04  2.7726000E-04  1.6779000E-04  1.0742000E-04
  7.1948001E-05  4.4603999E-05  2.6357000E-05  1.6574000E-05  1.0948000E-05
  1.7312000E-06  7.2465002E-07  1.3916000E-10  7.5191997E-20  7.6916003E-29
   9.000000       8.993000       8.970000       8.933000       8.881000
   8.815000       8.736000       8.645000       8.541000       8.427000
   8.302000       8.168000       8.026000       7.876000       7.721000
   7.560000       7.395000       7.226000       7.055000       6.883000
   6.709000       6.362000       6.020000       5.851000       5.685000
   5.363000       5.054000       4.761000       4.484000       4.353000
   4.225000       3.983000       3.759000       3.551000       3.360000
   3.270000       3.183000       3.022000       2.874000       2.559000
   2.309000       2.112000       1.956000       1.735000       1.588000
   1.482000       1.398000       1.324000       1.254000       1.186000
   1.120000       1.055000      0.9900000      0.9280000      0.8680000
  0.8100000      0.7022900      0.6072600      0.5643300      0.5243100
  0.4524900      0.3906300      0.3139800      0.2719800      0.2533300
  0.2054000      0.1917700      0.1674700      0.1287400      0.1000600
  7.8603998E-02  7.4124001E-02  6.2401000E-02  5.5810001E-02  5.0037000E-02
  4.0504999E-02  3.3084001E-02  2.7249999E-02  2.0670000E-02  1.3503000E-02
  9.1608996E-03  6.4186999E-03  4.6234000E-03  2.5690999E-03  1.5365001E-03
  9.7341998E-04  6.4595998E-04  4.4525001E-04  2.6996000E-04  1.7309000E-04
  1.1607000E-04  7.2053001E-05  4.2635002E-05  2.6841000E-05  1.7748000E-05
  2.8200000E-06  1.1836000E-06  2.3992000E-10  1.3771000E-19  1.4177000E-28
   10.00000       9.993000       9.973000       9.938000       9.891000
   9.830000       9.757000       9.672000       9.576000       9.469000
   9.351000       9.225000       9.090000       8.948000       8.799000
   8.643000       8.483000       8.318000       8.150000       7.978000
   7.805000       7.454000       7.102000       6.928000       6.754000
   6.412000       6.079000       5.758000       5.451000       5.302000
   5.158000       4.880000       4.617000       4.370000       4.139000
   4.029000       3.923000       3.722000       3.535000       3.126000
   2.790000       2.517000       2.296000       1.971000       1.757000
   1.609000       1.502000       1.418000       1.346000       1.280000
   1.218000       1.158000       1.099000       1.041000      0.9840000
  0.9290000      0.8230000      0.7253200      0.6800000      0.6371000
  0.5584800      0.4890000      0.4005000      0.3510000      0.3288000
  0.2708200      0.2540000      0.2235900      0.1741500      0.1370000
  0.1090400      0.1031700      8.7741002E-02  7.9000004E-02  7.1120001E-02
  5.7999998E-02  4.7680002E-02  3.9489999E-02  3.0169999E-02  1.9889999E-02
  1.3590000E-02  9.5750000E-03  6.9260001E-03  3.8729999E-03  2.3260000E-03
  1.4780000E-03  9.8310004E-04  6.7889999E-04  4.1250000E-04  2.6490001E-04
  1.7790000E-04  1.1060000E-04  6.5510001E-05  4.1290001E-05  2.7329999E-05
  4.3639998E-06  1.8370000E-06  3.9170001E-10  2.3699999E-19  2.4570001E-28
   11.00000       10.98000       10.92200       10.83000       10.70900
   10.56800       10.41200       10.24900       10.08400       9.920000
   9.760000       9.605000       9.455000       9.309000       9.166000
   9.027000       8.888000       8.751000       8.613000       8.475000
   8.335000       8.052000       7.764000       7.618000       7.471000
   7.176000       6.881000       6.588000       6.298000       6.156000
   6.015000       5.739000       5.471000       5.214000       4.967000
   4.848000       4.731000       4.506000       4.293000       3.811000
   3.398000       3.048000       2.754000       2.305000       1.997000
   1.784000       1.634000       1.524000       1.438000       1.367000
   1.304000       1.247000       1.191000       1.137000       1.084000
   1.032000      0.9315000      0.8363400      0.7910000      0.7472900
  0.6652900      0.5910000      0.4938800      0.4380000      0.4124900
  0.3448400      0.3250000      0.2889300      0.2292700      0.1830000
  0.1469800      0.1392700      0.1187700      0.1070000      9.6569002E-02
  7.9402000E-02  6.5738998E-02  5.4749999E-02  4.2158000E-02  2.8083000E-02
  1.9337000E-02  1.3705000E-02  9.9584004E-03  5.6089000E-03  3.3847000E-03
  2.1585000E-03  1.4395000E-03  9.9593995E-04  6.0699001E-04  3.9037000E-04
  2.6252001E-04  1.6341000E-04  9.6987002E-05  6.1204002E-05  4.0548999E-05
  6.5083000E-06  2.7476001E-06  6.1464001E-10  3.8939000E-19  4.0676998E-28
   12.00000       11.97800       11.91400       11.81100       11.67400
   11.50700       11.31900       11.11600       10.90300       10.68700
   10.47200       10.26200       10.05900       9.864000       9.678000
   9.502000       9.334000       9.175000       9.023000       8.876000
   8.735000       8.465000       8.205000       8.078000       7.951000
   7.698000       7.446000       7.194000       6.943000       6.817000
   6.691000       6.442000       6.194000       5.951000       5.712000
   5.595000       5.480000       5.253000       5.034000       4.520000
   4.059000       3.652000       3.297000       2.729000       2.317000
   2.022000       1.812000       1.660000       1.546000       1.459000
   1.387000       1.326000       1.270000       1.219000       1.169000
   1.120000       1.025900      0.9357000      0.8920000      0.8492900
  0.7674100      0.6910000      0.5877800      0.5270000      0.4989800
  0.4235300      0.4010000      0.3594900      0.2894100      0.2340000
  0.1902600      0.1808400      0.1555900      0.1410000      0.1274000
  0.1055900      8.8032998E-02  7.3766999E-02  5.7257000E-02  3.8548000E-02
  2.6759000E-02  1.9083001E-02  1.3936000E-02  7.9068998E-03  4.7960002E-03
  3.0699000E-03  2.0530999E-03  1.4234000E-03  8.6986000E-04  5.6045002E-04
  3.7744999E-04  2.3532999E-04  1.3992000E-04  8.8419998E-05  5.8647998E-05
  9.4620000E-06  4.0051000E-06  9.3773000E-10  6.1985002E-19  6.5312001E-28
   13.00000       12.97600       12.90300       12.78600       12.62900
   12.43900       12.22200       11.98700       11.73900       11.48500
   11.23000       10.97800       10.73300       10.49800       10.27300
   10.05900       9.857000       9.667000       9.487000       9.318000
   9.158000       8.862000       8.592000       8.465000       8.341000
   8.103000       7.873000       7.648000       7.426000       7.316000
   7.205000       6.985000       6.766000       6.548000       6.330000
   6.222000       6.115000       5.902000       5.692000       5.186000
   4.713000       4.277000       3.883000       3.221000       2.712000
   2.330000       2.049000       1.841000       1.687000       1.571000
   1.481000       1.408000       1.346000       1.292000       1.243000
   1.195000       1.105800       1.020600      0.9790000      0.9380100
  0.8584700      0.7830000      0.6785700      0.6150000      0.5850400
  0.5028200      0.4780000      0.4320800      0.3535600      0.2900000
  0.2385200      0.2272600      0.1968100      0.1790000      0.1633000
  0.1364000      0.1145000      9.6589997E-02  7.5580001E-02  5.1440001E-02
  3.6010001E-02  2.5850000E-02  1.8980000E-02  1.0850000E-02  6.6169999E-03
  4.2519998E-03  2.8520001E-03  1.9820000E-03  1.2140000E-03  7.8389997E-04
  5.2880001E-04  3.3030001E-04  1.9670000E-04  1.2450000E-04  8.2690000E-05
  1.3410000E-05  5.6899999E-06  1.3910000E-09  9.5600003E-19  1.0170000E-27
   14.00000       13.97600       13.90400       13.78700       13.62800
   13.43400       13.20900       12.96100       12.69500       12.41700
   12.13400       11.84900       11.56700       11.29200       11.02500
   10.76900       10.52500       10.29300       10.07400       9.868000
   9.673000       9.319000       9.004000       8.859000       8.722000
   8.467000       8.231000       8.011000       7.800000       7.698000
   7.597000       7.398000       7.202000       7.008000       6.815000
   6.719000       6.622000       6.431000       6.240000       5.769000
   5.312000       4.878000       4.470000       3.750000       3.164000
   2.702000       2.346000       2.076000       1.872000       1.717000
   1.598000       1.505000       1.430000       1.367000       1.313000
   1.264000       1.176400       1.095400       1.056000       1.017000
  0.9405200      0.8670000      0.7633900      0.6990000      0.6682600
  0.5824000      0.5560000      0.5065200      0.4202000      0.3490000
  0.2905700      0.2776900      0.2426500      0.2220000      0.2034000
  0.1712000      0.1447000      0.1229000      9.6960001E-02  6.6730000E-02
  4.7120001E-02  3.4060001E-02  2.5149999E-02  1.4490000E-02  8.8870004E-03
  5.7339999E-03  3.8580000E-03  2.6880000E-03  1.6500000E-03  1.0680000E-03
  7.2170002E-04  4.5170001E-04  2.6940001E-04  1.7080001E-04  1.1360000E-04
  1.8520001E-05  7.8769999E-06  2.0060000E-09  1.4290000E-18  1.5360000E-27
   15.00000       14.97700       14.90900       14.79800       14.64600
   14.45800       14.23700       13.99000       13.72100       13.43500
   13.13800       12.83400       12.52700       12.22300       11.92200
   11.62900       11.34500       11.07200       10.81100       10.56300
   10.32700       9.894000       9.510000       9.335000       9.170000
   8.869000       8.600000       8.357000       8.134000       8.029000
   7.928000       7.733000       7.547000       7.367000       7.190000
   7.103000       7.017000       6.845000       6.674000       6.250000
   5.829000       5.418000       5.020000       4.284000       3.649000
   3.122000       2.698000       2.364000       2.104000       1.903000
   1.747000       1.626000       1.530000       1.453000       1.389000
   1.333000       1.240100       1.159900       1.122000       1.084900
   1.012300      0.9420000      0.8408900      0.7770000      0.7462400
  0.6591800      0.6320000      0.5804500      0.4886300      0.4110000
  0.3459600      0.3314500      0.2916600      0.2680000      0.2466000
  0.2092000      0.1781000      0.1521000      0.1210000      8.4229998E-02
  5.9990000E-02  4.3669999E-02  3.2419998E-02  1.8840000E-02  1.1620000E-02
  7.5309998E-03  5.0840001E-03  3.5510000E-03  2.1860001E-03  1.4180000E-03
  9.5989997E-04  6.0179998E-04  3.5960000E-04  2.2830001E-04  1.5199999E-04
  2.4920000E-05  1.0630000E-05  2.8150000E-09  2.0749999E-18  2.2540000E-27
   16.00000       15.97900       15.91500       15.80900       15.66500
   15.48400       15.27100       15.03000       14.76400       14.47800
   14.17700       13.86500       13.54600       13.22400       12.90200
   12.58300       12.27000       11.96400       11.66800       11.38200
   11.10900       10.59800       10.13800       9.927000       9.727000
   9.363000       9.039000       8.752000       8.494000       8.376000
   8.262000       8.051000       7.856000       7.673000       7.501000
   7.417000       7.335000       7.174000       7.017000       6.633000
   6.254000       5.877000       5.505000       4.790000       4.138000
   3.570000       3.092000       2.699000       2.384000       2.133000
   1.935000       1.779000       1.655000       1.557000       1.477000
   1.411000       1.305300       1.220200       1.182000       1.145600
   1.076000       1.009000      0.9113900      0.8490000      0.8187900
  0.7323700      0.7050000      0.6524900      0.5569000      0.4740000
  0.4029900      0.3869600      0.3426300      0.3160000      0.2924400
  0.2500100      0.2143500      0.1840900      0.1476500      0.1039500
  7.4685998E-02  5.4756999E-02  4.0876001E-02  2.3964999E-02  1.4869000E-02
  9.6808001E-03  6.5575000E-03  4.5921998E-03  2.8357999E-03  1.8436000E-03
  1.2503000E-03  7.8521000E-04  4.7015000E-04  2.9888001E-04  1.9921000E-04
  3.2846001E-05  1.4051000E-05  3.8639998E-09  2.9422000E-18  3.2323002E-27
   17.00000       16.98000       16.91900       16.82000       16.68300
   16.51100       16.30600       16.07300       15.81400       15.53300
   15.23400       14.92100       14.59700       14.26600       13.93200
   13.59700       13.26300       12.93400       12.61100       12.29700
   11.99100       11.41300       10.88100       10.63300       10.39800
   9.964000       9.576000       9.231000       8.923000       8.782000
   8.649000       8.403000       8.181000       7.979000       7.794000
   7.706000       7.621000       7.459000       7.305000       6.941000
   6.595000       6.254000       5.915000       5.245000       4.607000
   4.023000       3.509000       3.070000       2.704000       2.405000
   2.162000       1.967000       1.811000       1.686000       1.585000
   1.502000       1.375400       1.280400       1.240000       1.202600
   1.133700       1.069000      0.9753100      0.9150000      0.8855600
  0.8003200      0.7730000      0.7201300      0.6223700      0.5360000
  0.4608000      0.4436500      0.3959100      0.3670000      0.3402400
  0.2930600      0.2529700      0.2185800      0.1767200      0.1258200
  9.1208003E-02  6.7354999E-02  5.0572000E-02  2.9913999E-02  1.8677000E-02
  1.2217000E-02  8.3039999E-03  5.8316998E-03  3.6126000E-03  2.3542000E-03
  1.5995000E-03  1.0065000E-03  6.0392002E-04  3.8444999E-04  2.5658999E-04
  4.2542000E-05  1.8249000E-05  5.2046998E-09  4.0875999E-18  4.5458002E-27
   18.00000       17.98100       17.92400       17.83000       17.70000
   17.53600       17.34000       17.11600       16.86500       16.59100
   16.29800       15.98800       15.66500       15.33100       14.99100
   14.64700       14.30100       13.95700       13.61500       13.27900
   12.94900       12.31500       11.72100       11.44100       11.17200
   10.67100       10.21600       9.807000       9.441000       9.272000
   9.113000       8.820000       8.558000       8.322000       8.110000
   8.011000       7.917000       7.739000       7.575000       7.207000
   6.875000       6.560000       6.252000       5.639000       5.036000
   4.460000       3.931000       3.462000       3.056000       2.713000
   2.427000       2.192000       2.000000       1.844000       1.717000
   1.614000       1.458700       1.346700       1.301000       1.260100
   1.187800       1.123000       1.032000      0.9740000      0.9456100
  0.8628100      0.8360000      0.7837000      0.6854800      0.5970000
  0.5186100      0.5005600      0.4499300      0.4190000      0.3892500
  0.3377400      0.2934600      0.2551700      0.2079500      0.1497000
  0.1095100      8.1460997E-02  6.1530001E-02  3.6726002E-02  2.3083000E-02
  1.5170000E-02  1.0348000E-02  7.2883000E-03  4.5297998E-03  2.9593001E-03
  2.0146000E-03  1.2704000E-03  7.6383998E-04  4.8697999E-04  3.2548999E-04
  5.4267999E-05  2.3339000E-05  6.8958999E-09  5.5792001E-18  6.2861001E-27
   19.00000       18.96300       18.85400       18.68300       18.46200
   18.20400       17.92400       17.63000       17.33200       17.03200
   16.73300       16.43600       16.13800       15.84100       15.54300
   15.24300       14.94100       14.63800       14.33400       14.03100
   13.72800       13.13000       12.55000       12.26800       11.99400
   11.46800       10.97700       10.52100       10.10300       9.908000
   9.722000       9.375000       9.061000       8.778000       8.522000
   8.403000       8.290000       8.080000       7.889000       7.474000
   7.125000       6.814000       6.523000       5.961000       5.406000
   4.859000       4.337000       3.855000       3.423000       3.045000
   2.722000       2.450000       2.221000       2.033000       1.876000
   1.748000       1.555800       1.420500       1.367000       1.320300
   1.241300       1.174000       1.084000       1.028000       1.000700
  0.9210000      0.8950000      0.8438900      0.7464500      0.6570000
  0.5763700      0.5576100      0.5046400      0.4720000      0.4389100
  0.3835800      0.3354300      0.2935400      0.2411100      0.1755000
  0.1295600      9.7090997E-02  7.3788002E-02  4.4447999E-02  2.8127000E-02
  1.8575000E-02  1.2717000E-02  8.9849001E-03  5.6031998E-03  3.6702000E-03
  2.5037001E-03  1.5822001E-03  9.5341000E-04  6.0882000E-04  4.0754999E-04
  6.8332003E-05  2.9463999E-05  9.0082999E-09  7.5018002E-18  8.5702003E-27
   20.00000       19.95900       19.83800       19.64500       19.39200
   19.09100       18.75800       18.40500       18.04500       17.68500
   17.33100       16.98700       16.65500       16.33400       16.02400
   15.72300       15.43000       15.14200       14.85900       14.58000
   14.30400       13.76000       13.22500       12.96100       12.70100
   12.19400       11.70500       11.24000       10.80000       10.59000
   10.38800       10.00400       9.650000       9.324000       9.025000
   8.885000       8.752000       8.502000       8.275000       7.788000
   7.392000       7.057000       6.762000       6.228000       5.717000
   5.209000       4.710000       4.233000       3.791000       3.391000
   3.039000       2.733000       2.470000       2.250000       2.063000
   1.908000       1.673300       1.508300       1.444000       1.388800
   1.298200       1.225000       1.133100       1.078000       1.051400
  0.9741500      0.9490000      0.8994700      0.8041900      0.7150000
  0.6328100      0.6134500      0.5583100      0.5240000      0.4889000
  0.4303000      0.3787000      0.3335000      0.2761000      0.2032000
  0.1514000      0.1143000      8.7410003E-02  5.3149998E-02  3.3870000E-02
  2.2480000E-02  1.5450000E-02  1.0950000E-02  6.8529998E-03  4.5010000E-03
  3.0769999E-03  1.9490001E-03  1.1770000E-03  7.5290003E-04  5.0480000E-04
  8.5120002E-05  3.6800000E-05  1.1630000E-08  9.9640001E-18  1.1550000E-26
   21.00000       20.96200       20.84800       20.66500       20.42200
   20.13100       19.80500       19.45500       19.09100       18.72300
   18.35600       17.99500       17.64300       17.30100       16.96800
   16.64500       16.33000       16.02300       15.72200       15.42600
   15.13500       14.56400       14.00600       13.73200       13.46200
