	 2.10 		 1.9e-02	2.3e-03	2.3e-03	2.3e-03	2.1e-03	2.0e-03	1.9e-03	1.7e-03	1.6e-03	1.5e-03	1.2e-03	1.0e-03	9.4e-04	8.8e-04
	 2.27 		 6.3e-03	7.7e-04	7.7e-04	7.7e-04	7.3e-04	6.8e-04	6.3e-04	5.9e-04	5.4e-04	5.0e-04	4.1e-04	3.6e-04	3.2e-04	3.0e-04
	 2.45 		 3.4e-04	4.1e-05	4.1e-05	4.1e-05	3.8e-05	3.6e-05	3.4e-05	3.1e-05	2.9e-05	2.6e-05	2.2e-05	1.9e-05	1.7e-05	1.6e-05
	 2.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.80 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.97 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.15 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.32 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.68 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.85 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.03 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.20 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.38 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.55 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.72 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.90 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.08 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.42 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.78 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.95 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.12 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.30 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.47 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.65 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.83 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity alpha 0.004945
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.17 		 2.1e-04	1.6e-06	2.6e-06	5.9e-06	1.1e-05	1.8e-05	2.3e-05	2.5e-05	2.3e-05	1.8e-05	1.5e-05	1.2e-05	1.0e-05	9.3e-06
	 0.35 		 3.9e-04	5.2e-06	6.9e-06	1.2e-05	2.2e-05	3.4e-05	4.3e-05	4.6e-05	4.2e-05	3.4e-05	2.7e-05	2.3e-05	1.9e-05	1.7e-05
	 0.52 		 5.2e-04	1.0e-05	1.2e-05	1.9e-05	3.1e-05	4.7e-05	5.8e-05	6.1e-05	5.6e-05	4.5e-05	3.6e-05	3.0e-05	2.6e-05	2.3e-05
	 0.70 		 5.9e-04	1.6e-05	1.9e-05	2.7e-05	3.9e-05	5.4e-05	6.6e-05	6.9e-05	6.3e-05	5.1e-05	4.1e-05	3.4e-05	2.9e-05	2.6e-05
	 0.88 		 5.8e-04	2.4e-05	2.8e-05	3.6e-05	4.6e-05	5.4e-05	6.5e-05	6.7e-05	6.1e-05	5.0e-05	4.0e-05	3.3e-05	2.8e-05	2.5e-05
	 1.05 		 5.3e-04	3.9e-05	4.2e-05	4.7e-05	5.2e-05	5.3e-05	6.0e-05	5.9e-05	5.4e-05	4.4e-05	3.5e-05	2.9e-05	2.5e-05	2.2e-05
	 1.22 		 4.7e-04	5.7e-05	6.0e-05	6.0e-05	5.8e-05	5.2e-05	5.2e-05	4.7e-05	4.3e-05	3.5e-05	2.8e-05	2.3e-05	2.0e-05	1.8e-05
	 1.40 		 3.8e-04	7.7e-05	7.9e-05	7.3e-05	6.4e-05	5.1e-05	4.3e-05	3.3e-05	3.0e-05	2.4e-05	1.9e-05	1.6e-05	1.4e-05	1.2e-05
	 1.57 		 3.0e-04	9.6e-05	9.7e-05	8.5e-05	6.9e-05	5.0e-05	3.3e-05	2.0e-05	1.7e-05	1.4e-05	1.1e-05	9.1e-06	7.8e-06	7.0e-06
	 1.75 		 2.2e-04	1.1e-04	1.1e-04	9.4e-05	7.2e-05	4.8e-05	2.5e-05	8.5e-06	6.6e-06	5.3e-06	4.3e-06	3.5e-06	3.0e-06	2.7e-06
	 1.92 		 1.7e-04	1.2e-04	1.2e-04	9.9e-05	7.4e-05	4.6e-05	1.9e-05	2.0e-06	6.5e-07	5.3e-07	4.3e-07	3.5e-07	3.0e-07	2.7e-07
	 2.10 		 1.3e-04	1.2e-04	1.2e-04	9.9e-05	7.3e-05	4.3e-05	1.5e-05	1.0e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.27 		 1.1e-04	1.1e-04	1.1e-04	9.1e-05	6.7e-05	3.9e-05	1.2e-05	8.0e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.45 		 8.3e-05	9.4e-05	9.4e-05	7.8e-05	5.8e-05	3.3e-05	9.4e-06	5.8e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.62 		 6.0e-05	7.5e-05	7.5e-05	6.2e-05	4.6e-05	2.6e-05	6.8e-06	4.0e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.80 		 4.0e-05	5.4e-05	5.4e-05	4.5e-05	3.3e-05	1.8e-05	4.5e-06	2.6e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.97 		 2.3e-05	3.4e-05	3.4e-05	2.8e-05	2.1e-05	1.1e-05	2.7e-06	1.4e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.15 		 1.1e-05	1.7e-05	1.7e-05	1.4e-05	1.0e-05	5.5e-06	1.2e-06	6.4e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.32 		 2.8e-06	4.5e-06	4.5e-06	3.8e-06	2.8e-06	1.5e-06	3.2e-07	1.6e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.68 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.85 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.03 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.20 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.38 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.55 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.72 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.90 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.08 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.42 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.78 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.95 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.12 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.30 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.47 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.65 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.83 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.059900

#################################################################################################################################################

Energy 8 			# in MeV 
Cross_section 0.307500 		# in barn

Multiplicity proton 0.927800
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.20 		 4.0e-02	6.6e-05	7.1e-05	9.3e-05	1.3e-04	2.2e-04	5.5e-04	1.4e-03	2.4e-03	4.3e-03	5.2e-03	4.9e-03	4.9e-03	4.5e-03
	 0.40 		 7.6e-02	2.5e-04	2.7e-04	3.5e-04	4.9e-04	8.1e-04	1.5e-03	2.9e-03	4.6e-03	7.9e-03	9.5e-03	8.8e-03	8.8e-03	8.1e-03
	 0.60 		 1.0e-01	5.3e-04	5.7e-04	7.4e-04	1.0e-03	1.7e-03	2.7e-03	4.4e-03	6.5e-03	1.0e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02
	 0.80 		 1.1e-01	1.0e-03	1.1e-03	1.3e-03	1.8e-03	2.7e-03	4.1e-03	6.0e-03	7.9e-03	1.1e-02	1.3e-02	1.2e-02	1.2e-02	1.1e-02
	 1.00 		 1.1e-01	4.1e-03	4.1e-03	4.3e-03	4.7e-03	5.6e-03	6.6e-03	8.1e-03	9.2e-03	1.1e-02	1.2e-02	1.1e-02	1.1e-02	9.9e-03
	 1.20 		 1.2e-01	9.8e-03	9.5e-03	9.5e-03	9.7e-03	1.0e-02	1.0e-02	1.0e-02	1.0e-02	9.9e-03	9.6e-03	8.5e-03	8.5e-03	7.7e-03
	 1.40 		 1.2e-01	1.7e-02	1.6e-02	1.6e-02	1.6e-02	1.5e-02	1.4e-02	1.3e-02	1.1e-02	8.9e-03	6.9e-03	5.6e-03	5.6e-03	5.2e-03
	 1.60 		 1.2e-01	2.3e-02	2.2e-02	2.2e-02	2.1e-02	2.0e-02	1.7e-02	1.5e-02	1.2e-02	7.8e-03	4.2e-03	2.9e-03	2.9e-03	2.7e-03
	 1.80 		 1.2e-01	2.8e-02	2.7e-02	2.6e-02	2.5e-02	2.4e-02	2.0e-02	1.6e-02	1.3e-02	6.7e-03	2.1e-03	8.2e-04	8.2e-04	7.5e-04
	 2.00 		 1.2e-01	3.0e-02	2.9e-02	2.8e-02	2.7e-02	2.5e-02	2.1e-02	1.7e-02	1.3e-02	5.8e-03	1.1e-03	0.0e+00	0.0e+00	0.0e+00
	 2.20 		 1.1e-01	2.9e-02	2.8e-02	2.7e-02	2.6e-02	2.4e-02	2.0e-02	1.6e-02	1.2e-02	4.9e-03	8.4e-04	0.0e+00	0.0e+00	0.0e+00
	 2.40 		 9.9e-02	2.5e-02	2.4e-02	2.3e-02	2.2e-02	2.1e-02	1.7e-02	1.4e-02	1.1e-02	3.9e-03	6.1e-04	0.0e+00	0.0e+00	0.0e+00
	 2.60 		 7.8e-02	1.9e-02	1.9e-02	1.8e-02	1.7e-02	1.6e-02	1.4e-02	1.1e-02	8.4e-03	2.9e-03	4.1e-04	0.0e+00	0.0e+00	0.0e+00
	 2.80 		 5.4e-02	1.4e-02	1.3e-02	1.3e-02	1.2e-02	1.1e-02	9.5e-03	7.7e-03	5.9e-03	1.9e-03	2.5e-04	0.0e+00	0.0e+00	0.0e+00
	 3.00 		 3.1e-02	7.8e-03	7.5e-03	7.3e-03	7.0e-03	6.5e-03	5.4e-03	4.4e-03	3.4e-03	1.1e-03	1.3e-04	0.0e+00	0.0e+00	0.0e+00
	 3.20 		 1.2e-02	3.1e-03	3.0e-03	2.9e-03	2.8e-03	2.6e-03	2.2e-03	1.8e-03	1.4e-03	4.1e-04	4.7e-05	0.0e+00	0.0e+00	0.0e+00
	 3.40 		 1.5e-03	3.8e-04	3.7e-04	3.6e-04	3.4e-04	3.2e-04	2.7e-04	2.2e-04	1.7e-04	4.9e-05	5.3e-06	0.0e+00	0.0e+00	0.0e+00
	 3.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.80 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.20 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.40 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.80 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.20 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.40 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.80 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.20 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.40 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.80 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.20 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.40 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.80 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 8.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity alpha 0.071970
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.20 		 1.3e-03	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	7.0e-05	3.1e-04	3.3e-04	3.0e-04	2.8e-04
	 0.40 		 2.5e-03	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	1.5e-04	5.7e-04	6.0e-04	5.4e-04	5.1e-04
