Energy 7 			# in MeV 
	1.250000	1.440561e-08
	1.500000	2.385415e-08
	1.750000	2.763155e-02
	2.000000	9.210632e-03
	2.250000	7.043937e-08
	2.500000	9.229765e-08
	2.750000	1.669352e-01
	3.000000	1.453702e-07
	3.250000	1.763961e-07
	3.500000	2.102503e-07
	3.750000	4.682111e-02
	4.000000	2.858501e-07
	4.250000	3.272853e-07
	4.500000	3.709410e-07
	4.750000	4.166690e-07
	5.000000	4.643340e-07
	5.250000	5.138141e-07
	5.500000	5.650100e-07
	5.750000	6.178337e-07
	6.000000	6.722253e-07
	6.250000	3.522273e-01
	6.500000	7.855792e-07
	6.750000	8.445471e-07
	7.000000	4.212051e-01
	7.250000	9.672875e-07
	7.500000	1.031247e-06
	7.750000	1.097103e-06
	8.000000	1.165056e-06
	8.250000	1.235324e-06
	8.500000	1.308163e-06
	8.750000	1.579083e-02
	9.000000	1.462945e-06
	9.250000	1.545696e-06
	9.500000	1.632685e-06
	9.750000	1.724489e-06
	10.000000	1.821814e-06
	10.250000	1.925446e-06
	10.500000	2.036314e-06
	10.750000	2.155490e-06
	11.000000	2.284213e-06
	11.250000	2.423937e-06
	11.500000	2.576358e-06
	11.750000	2.743446e-06
	12.000000	2.927455e-06
	12.250000	4.606368e-06
	12.500000	0.000000e+00
	12.750000	1.013392e-05

#################################################################################################################################################

Energy 14 			# in MeV 
Multiplicity PromptGamma 0.536175
Differential_cross_section PromptGamma 55 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.146289e-06
	0.500000	5.731127e-06
	0.750000	8.748400e-05
	1.000000	9.363920e-05
	1.250000	1.286950e-08
	1.500000	2.133350e-08
	1.750000	2.716067e-02
	2.000000	9.053659e-03
	2.250000	6.319030e-08
	2.500000	8.288286e-08
	2.750000	1.640895e-01
	3.000000	1.308052e-07
	3.250000	1.588860e-07
	3.500000	1.895756e-07
	3.750000	9.130787e-02
	4.000000	2.582822e-07
	4.250000	2.960372e-07
	4.500000	3.665522e-03
	4.750000	3.777142e-07
	5.000000	4.213936e-07
	5.250000	4.668302e-07
	5.500000	5.139363e-07
	5.750000	5.626464e-07
	6.000000	6.129083e-07
	6.250000	3.261541e-01
	6.500000	7.180001e-07
	6.750000	7.728465e-07
	7.000000	4.575844e-01
	7.250000	8.873727e-07
	7.500000	9.472249e-07
	7.750000	1.008977e-06
	8.000000	1.072789e-06
	8.250000	1.138874e-06
	8.500000	1.207460e-06
	8.750000	1.552160e-02
	9.000000	1.353355e-06
	9.250000	1.431378e-06
	9.500000	1.513361e-06
	9.750000	1.599803e-06
	10.000000	1.691303e-06
	10.250000	1.788540e-06
	10.500000	1.892277e-06
	10.750000	2.003434e-06
	11.000000	2.123029e-06
	11.250000	2.252264e-06
	11.500000	2.392531e-06
	11.750000	2.545449e-06
	12.000000	2.712870e-06
	12.250000	2.896956e-06
	12.500000	3.100232e-06
	12.750000	3.325513e-06
	13.000000	3.576056e-06
	13.250000	5.730196e-06
	13.500000	0.000000e+00
	13.750000	1.180870e-05

#################################################################################################################################################

Energy 15 			# in MeV 
Multiplicity PromptGamma 0.530986
Differential_cross_section PromptGamma 59 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.455861e-06
	0.500000	7.278984e-06
	0.750000	9.381545e-05
	1.000000	9.143495e-05
	1.250000	1.186771e-08
	1.500000	1.958303e-08
	1.750000	2.443423e-02
	2.000000	8.144843e-03
	2.250000	5.813316e-08
	2.500000	1.173014e-07
	2.750000	1.476184e-01
	3.000000	1.205392e-07
	3.250000	1.977866e-07
	3.500000	1.749594e-07
	3.750000	9.910571e-02
	4.000000	2.413412e-07
	4.250000	2.738633e-07
	4.500000	2.189355e-02
	4.750000	3.792139e-07
	5.000000	3.908111e-07
	5.250000	4.333312e-07
	5.500000	4.774801e-07
	5.750000	5.232082e-07
	6.000000	5.704717e-07
	6.250000	3.072383e-01
	6.500000	6.811770e-07
	6.750000	7.406072e-07
	7.000000	4.778817e-01
	7.250000	8.299037e-07
	7.500000	1.048681e-06
	7.750000	9.454899e-07
	8.000000	1.006271e-06
	8.250000	1.069292e-06
	8.500000	1.134769e-06
	8.750000	1.396360e-02
	9.000000	1.274216e-06
	9.250000	1.348836e-06
	9.500000	1.427251e-06
	9.750000	1.509911e-06
	10.000000	1.597359e-06
	10.250000	1.690191e-06
	10.500000	1.789095e-06
	10.750000	1.894884e-06
	11.000000	2.008456e-06
	11.250000	2.130871e-06
	11.500000	2.263345e-06
	11.750000	2.407268e-06
	12.000000	2.564268e-06
	12.250000	2.736203e-06
	12.500000	2.925230e-06
	12.750000	3.133785e-06
	13.000000	3.364573e-06
	13.250000	3.620645e-06
	13.500000	4.009692e-06
	13.750000	4.221027e-06
	14.000000	4.570839e-06
	14.250000	7.278103e-06
	14.500000	0.000000e+00
	14.750000	1.423575e-05

#################################################################################################################################################

Energy 16 			# in MeV 
Multiplicity PromptGamma 0.521132
Differential_cross_section PromptGamma 63 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	6.758043e-06
	0.500000	1.356579e-05
	0.750000	1.031389e-04
	1.000000	7.406117e-05
	1.250000	1.402356e-08
	1.500000	1.929249e-08
	1.750000	2.165169e-02
	2.000000	7.217358e-03
	2.250000	6.689853e-08
	2.500000	5.206821e-07
	2.750000	1.308080e-01
	3.000000	1.903029e-07
	3.250000	7.040611e-07
	3.500000	4.246157e-07
	3.750000	8.117113e-02
	4.000000	2.831163e-07
	4.250000	2.726586e-07
	4.500000	6.411976e-02
	4.750000	6.692311e-07
	5.000000	4.913777e-07
	5.250000	4.386493e-07
	5.500000	4.484056e-07
	5.750000	4.797914e-07
	6.000000	5.202452e-07
	6.250000	2.945611e-01
	6.500000	7.610039e-07
	6.750000	9.665857e-07
	7.000000	4.803199e-01
	7.250000	8.059288e-07
	7.500000	2.712314e-06
	7.750000	1.662688e-06
	8.000000	1.171829e-06
	8.250000	1.052434e-06
	8.500000	1.059637e-06
	8.750000	1.237353e-02
	9.000000	1.176330e-06
	9.250000	1.246392e-06
	9.500000	1.320039e-06
	9.750000	1.397697e-06
	10.000000	1.479828e-06
	10.250000	1.566982e-06
	10.500000	1.659779e-06
	10.750000	1.758921e-06
	11.000000	1.865227e-06
	11.250000	1.979615e-06
	11.500000	2.103162e-06
	11.750000	2.237098e-06
	12.000000	2.382823e-06
	12.250000	2.541975e-06
	12.500000	2.716414e-06
	12.750000	2.908268e-06
	13.000000	3.119837e-06
	13.250000	3.353776e-06
	13.500000	4.934672e-06
	13.750000	4.476408e-06
	14.000000	4.452673e-06
	14.250000	4.647335e-06
	14.500000	4.958488e-06
	14.750000	5.336888e-06
	15.000000	5.752979e-06
	15.250000	9.004986e-06
	15.500000	0.000000e+00
	15.750000	1.625206e-05

#################################################################################################################################################

Energy 17 			# in MeV 
Multiplicity PromptGamma 0.519494
Differential_cross_section PromptGamma 66 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.490721e-05
	0.500000	2.487330e-05
	0.750000	1.122670e-04
	1.000000	6.652179e-05
	1.250000	8.730525e-07
	1.500000	4.819313e-07
	1.750000	1.889824e-02
	2.000000	6.299510e-03
	2.250000	8.942953e-08
	2.500000	1.016884e-06
	2.750000	1.141723e-01
	3.000000	3.825395e-07
	3.250000	1.389835e-06
	3.500000	9.154748e-07
	3.750000	6.868343e-02
	4.000000	3.961340e-07
	4.250000	3.179658e-07
	4.500000	1.320657e-01
	4.750000	7.199032e-07
	5.000000	4.896152e-07
	5.250000	4.321297e-07
	5.500000	4.318113e-07
	5.750000	4.508139e-07
	6.000000	4.800426e-07
	6.250000	2.778703e-01
	6.500000	1.555222e-06
	6.750000	1.046036e-06
	7.000000	4.689479e-01
	7.250000	5.022297e-06
	7.500000	3.120278e-06
	7.750000	1.710606e-06
	8.000000	1.229564e-06
	8.250000	1.086054e-06
	8.500000	1.049358e-06
	8.750000	1.079989e-02
	9.000000	1.098690e-06
	9.250000	1.144231e-06
	9.500000	1.206112e-06
	9.750000	1.277771e-06
	10.000000	1.354070e-06
	10.250000	1.435035e-06
	10.500000	1.521200e-06
	10.750000	1.613194e-06
	11.000000	1.711751e-06
	11.250000	1.817685e-06
	11.500000	1.931948e-06
	11.750000	2.055601e-06
	12.000000	2.189894e-06
	12.250000	2.336257e-06
	12.500000	2.496313e-06
	12.750000	2.671907e-06
	13.000000	2.865080e-06
	13.250000	3.078056e-06
	13.500000	6.602215e-06
	13.750000	5.253968e-06
	14.000000	4.679882e-06
	14.250000	4.614544e-06
	14.500000	4.774758e-06
	14.750000	5.031602e-06
	15.000000	5.338823e-06
	15.250000	5.667018e-06
	15.500000	5.989997e-06
	15.750000	6.324204e-06
	16.000000	1.050884e-05
	16.250000	0.000000e+00
	16.500000	1.699359e-05

#################################################################################################################################################

Energy 18 			# in MeV 
Multiplicity PromptGamma 0.526264
Differential_cross_section PromptGamma 70 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	2.059180e-05
	0.500000	3.550320e-05
	0.750000	1.151913e-04
	1.000000	6.467535e-05
	1.250000	2.341729e-06
	1.500000	1.553413e-06
	1.750000	1.678751e-02
	2.000000	5.596060e-03
	2.250000	1.126503e-06
	2.500000	1.042811e-06
	2.750000	1.014152e-01
	3.000000	1.662064e-06
	3.250000	1.337185e-06
	3.500000	8.730626e-07
	3.750000	5.999435e-02
	4.000000	4.371420e-07
	4.250000	3.592442e-07
	4.500000	2.169804e-01
	4.750000	1.005668e-06
	5.000000	6.414205e-07
	5.250000	1.327802e-05
	5.500000	4.759065e-07
	5.750000	4.702801e-07
	6.000000	4.800460e-07
	6.250000	2.696830e-01
	6.500000	1.710779e-06
	6.750000	1.177504e-06
	7.000000	4.375327e-01
	7.250000	6.043807e-06
	7.500000	4.499126e-06
	7.750000	2.541055e-06
	8.000000	1.673194e-06
	8.250000	1.330117e-06
	8.500000	1.187815e-06
	8.750000	9.593436e-03
	9.000000	1.126718e-06
	9.250000	1.145985e-06
	9.500000	1.182239e-06
	9.750000	1.233291e-06
	10.000000	1.293401e-06
	10.250000	1.357583e-06
	10.500000	1.434783e-06
	10.750000	1.521960e-06
	11.000000	1.615759e-06
	11.250000	1.716500e-06
	11.500000	1.825055e-06
	11.750000	1.942416e-06
	12.000000	2.069716e-06
	12.250000	2.208258e-06
	12.500000	2.359520e-06
	12.750000	2.525177e-06
	13.000000	2.707103e-06
	13.250000	2.907293e-06
	13.500000	7.534152e-06
	13.750000	6.132130e-06
	14.000000	5.230673e-06
	14.250000	4.935767e-06
	14.500000	4.923134e-06
	14.750000	5.047122e-06
	15.000000	5.247303e-06
	15.250000	5.501261e-06
	15.500000	5.770396e-06
	15.750000	6.040229e-06
	16.000000	6.299609e-06
	16.250000	6.556613e-06
	16.500000	6.819626e-06
	16.750000	7.130072e-06
	17.000000	1.239090e-05
	17.250000	0.000000e+00
	17.500000	1.913590e-05

#################################################################################################################################################

Energy 19 			# in MeV 
Multiplicity PromptGamma 0.520595
Differential_cross_section PromptGamma 74 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.929806e-05
	0.500000	3.622609e-05
	0.750000	7.585052e-05
	1.000000	7.037078e-05
	1.250000	3.132323e-06
	1.500000	2.164733e-06
	1.750000	1.555526e-02
	2.000000	5.184933e-03
	2.250000	1.254092e-07
	2.500000	9.906456e-07
	2.750000	9.397079e-02
	3.000000	4.192117e-07
	3.250000	1.421884e-06
	3.500000	8.642406e-07
	3.750000	5.388570e-02
	4.000000	5.260874e-07
	4.250000	4.355722e-07
	4.500000	2.965818e-01
	4.750000	1.129734e-06
	5.000000	7.426970e-07
	5.250000	1.132060e-04
	5.500000	5.411161e-07
	5.750000	5.311960e-07
	6.000000	5.346506e-07
	6.250000	3.113676e-01
	6.500000	9.002801e-07
	6.750000	1.277706e-06
	7.000000	3.239667e-01
	7.250000	9.095648e-07
	7.500000	4.694114e-06
	7.750000	2.826702e-06
	8.000000	1.872595e-06
	8.250000	1.519910e-06
	8.500000	1.378627e-06
	8.750000	8.889431e-03
	9.000000	1.283730e-06
	9.250000	1.276288e-06
	9.500000	1.284360e-06
	9.750000	1.307854e-06
	10.000000	1.349416e-06
	10.250000	1.399396e-06
	10.500000	1.461000e-06
	10.750000	1.533210e-06
	11.000000	1.616633e-06
	11.250000	1.705053e-06
	11.500000	1.809307e-06
	11.750000	1.926050e-06
	12.000000	2.052610e-06
	12.250000	2.190223e-06
	12.500000	2.340328e-06
	12.750000	2.504548e-06
	13.000000	2.684683e-06
	13.250000	2.882670e-06
	13.500000	6.152097e-06
	13.750000	5.152267e-06
	14.000000	4.786182e-06
	14.250000	4.791205e-06
	14.500000	4.953478e-06
	14.750000	5.171219e-06
	15.000000	5.416876e-06
	15.250000	5.655040e-06
	15.500000	5.885963e-06
	15.750000	6.101179e-06
	16.000000	6.323000e-06
	16.250000	6.543794e-06
	16.500000	6.782902e-06
	16.750000	7.055780e-06
	17.000000	7.408573e-06
	17.250000	7.827296e-06
	17.500000	8.335563e-06
	17.750000	8.936011e-06
	18.000000	1.618309e-05
	18.250000	0.000000e+00
	18.500000	2.435302e-05

#################################################################################################################################################

Energy 20 			# in MeV 
Multiplicity PromptGamma 0.522936
Differential_cross_section PromptGamma 78 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.844633e-05
	0.500000	3.982846e-05
	0.750000	4.263028e-05
	1.000000	8.795334e-05
	1.250000	3.226479e-06
	1.500000	2.635740e-06
	1.750000	1.400083e-02
	2.000000	4.667451e-03
	2.250000	1.637525e-07
	2.500000	9.609739e-07
	2.750000	8.457478e-02
	3.000000	4.541532e-07
	3.250000	1.572892e-06
	3.500000	9.138810e-07
	3.750000	4.712582e-02
	4.000000	5.489458e-07
	4.250000	4.564317e-07
	4.500000	3.804986e-01
	4.750000	1.167730e-06
	5.000000	8.183251e-07
	5.250000	2.694532e-02
	5.500000	5.750210e-07
	5.750000	5.628767e-07
	6.000000	5.669696e-07
	6.250000	3.391297e-01
	6.500000	9.586284e-07
	6.750000	1.364506e-06
	7.000000	2.128625e-01
	7.250000	9.398947e-07
	7.500000	4.663619e-06
	7.750000	3.030167e-06
	8.000000	1.933184e-06
	8.250000	1.536040e-06
	8.500000	1.392946e-06
	8.750000	8.000739e-03
	9.000000	1.328640e-06
	9.250000	1.342331e-06
	9.500000	1.367179e-06
	9.750000	1.400894e-06
	10.000000	1.441244e-06
	10.250000	1.481217e-06
	10.500000	1.527832e-06
	10.750000	1.574964e-06
	11.000000	1.637970e-06
	11.250000	1.712007e-06
	11.500000	1.796031e-06
	11.750000	1.895814e-06
	12.000000	2.010311e-06
	12.250000	2.132476e-06
	12.500000	2.274736e-06
	12.750000	2.434469e-06
	13.000000	2.609556e-06
	13.250000	2.801873e-06
	13.500000	6.266486e-06
	13.750000	5.216882e-06
	14.000000	4.737425e-06
	14.250000	4.692246e-06
	14.500000	4.836279e-06
	14.750000	5.058423e-06
	15.000000	5.319342e-06
	15.250000	5.605087e-06
	15.500000	5.896732e-06
	15.750000	6.161117e-06
	16.000000	6.384240e-06
	16.250000	6.567719e-06
	16.500000	6.745132e-06
	16.750000	6.955255e-06
	17.000000	7.257914e-06
	17.250000	7.635720e-06
	17.500000	8.089205e-06
	17.750000	8.628908e-06
	18.000000	9.264419e-06
	18.250000	9.993920e-06
	18.500000	1.084565e-05
	18.750000	1.182500e-05
	19.000000	2.167567e-05
	19.250000	0.000000e+00
	19.500000	3.203275e-05

#################################################################################################################################################

Energy 23 			# in MeV 
Multiplicity PromptGamma 0.559655
Differential_cross_section PromptGamma 44 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	3.338201e-05
	1.000000	4.317031e-05
	1.500000	4.405587e-04
	2.000000	6.029857e-03
	2.500000	2.590469e-02
	3.000000	4.474392e-05
	3.500000	1.157032e-06
	4.000000	1.472928e-02
	4.500000	2.901038e-01
	5.000000	4.487918e-02
	5.500000	5.134874e-03
	6.000000	1.353725e-01
	6.500000	4.407594e-04
	7.000000	7.513903e-02
	7.500000	5.835603e-05
	8.000000	1.560274e-06
	8.500000	2.022476e-06
	9.000000	2.453065e-03
	9.500000	1.395894e-06
	10.000000	1.487818e-06
	10.500000	1.613304e-06
	11.000000	1.797053e-06
	11.500000	1.991409e-06
	12.000000	2.211184e-06
	12.500000	2.433012e-06
	13.000000	2.694937e-06
	13.500000	4.971175e-06
	14.000000	4.171092e-06
	14.500000	4.405058e-06
	15.000000	4.887476e-06
	15.500000	5.463511e-06
	16.000000	5.958972e-06
	16.500000	6.400368e-06
	17.000000	6.950347e-06
	17.500000	7.745412e-06
	18.000000	8.831573e-06
	18.500000	1.025560e-05
	19.000000	1.206866e-05
	19.500000	1.430077e-05
	20.000000	1.715647e-05
	20.500000	2.077062e-05
	21.000000	2.527371e-05
	21.500000	2.966112e-05
	22.000000	3.951701e-05

#################################################################################################################################################

Energy 27 			# in MeV 
Multiplicity PromptGamma 0.579446
Differential_cross_section PromptGamma 52 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	3.630771e-05
	1.000000	5.153189e-05
	1.500000	3.468814e-03
	2.000000	1.167252e-02
	2.500000	2.075568e-02
	3.000000	2.205618e-04
	3.500000	3.615358e-04
	4.000000	1.042292e-02
	4.500000	2.649881e-01
	5.000000	7.272255e-02
	5.500000	2.453425e-02
	6.000000	1.295201e-01
	6.500000	4.940747e-03
	7.000000	5.582415e-02
	7.500000	2.710940e-03
	8.000000	1.793488e-06
	8.500000	5.665415e-04
	9.000000	2.147864e-03
	9.500000	1.376483e-06
	10.000000	2.241804e-04
	10.500000	1.646014e-06
	11.000000	4.226059e-06
	11.500000	1.969689e-06
	12.000000	2.351966e-06
	12.500000	2.456354e-06
	13.000000	2.728591e-06
	13.500000	3.070779e-06
	14.000000	4.399207e-06
	14.500000	4.473347e-06
	15.000000	4.923133e-06
	15.500000	5.430613e-06
	16.000000	5.882124e-06
	16.500000	6.237234e-06
	17.000000	6.667605e-06
	17.500000	7.323399e-06
	18.000000	8.272305e-06
	18.500000	9.565389e-06
	19.000000	1.125550e-05
	19.500000	1.340523e-05
	20.000000	1.608950e-05
	20.500000	1.940605e-05
	21.000000	2.344597e-05
	21.500000	2.821573e-05
	22.000000	3.351778e-05
	22.500000	3.882700e-05
	23.000000	4.329365e-05
	23.500000	4.599218e-05
	24.000000	4.637288e-05
	24.500000	4.448543e-05
	25.000000	4.096069e-05
	25.500000	3.401084e-05
	26.000000	2.445463e-05

#################################################################################################################################################

Energy 30 			# in MeV 
Multiplicity PromptGamma 0.573925
Differential_cross_section PromptGamma 58 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	5.410624e-05
	1.000000	9.230433e-05
	1.500000	6.041427e-03
	2.000000	1.643278e-02
	2.500000	1.989236e-02
	3.000000	1.033412e-03
	3.500000	1.229758e-03
	4.000000	8.589633e-03
	4.500000	2.146838e-01
	5.000000	8.232874e-02
	5.500000	3.521265e-02
	6.000000	1.197643e-01
	6.500000	7.176630e-03
	7.000000	5.063976e-02
	7.500000	4.620503e-03
	8.000000	1.207787e-06
	8.500000	1.419750e-03
	9.000000	2.996193e-03
	9.500000	1.248264e-06
	10.000000	1.719660e-03
	10.500000	1.786377e-06
	11.000000	7.515176e-05
	11.500000	1.857102e-06
	12.000000	2.053058e-06
	12.500000	2.465734e-06
