Energy 5 			# in MeV 
Cross_section 0.075570 		# in barn

Multiplicity proton 1.000000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 1.2000 	 1.3594e-01	1.6e-02	1.6e-02	1.6e-02	1.5e-02	1.5e-02	1.4e-02	1.3e-02	1.2e-02	1.1e-02	9.2e-03	8.5e-03	7.7e-03	7.0e-03
	 1.3500 	 1.0392e-01	1.4e-02	1.4e-02	1.3e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02	9.0e-03	7.9e-03	6.9e-03	6.4e-03	5.8e-03	5.3e-03
	 1.5000 	 7.1152e-02	1.1e-02	1.1e-02	1.0e-02	9.2e-03	7.9e-03	7.1e-03	6.7e-03	6.0e-03	5.3e-03	4.6e-03	4.2e-03	3.9e-03	3.5e-03
	 1.6500 	 4.1399e-02	9.2e-03	9.0e-03	7.9e-03	6.4e-03	4.9e-03	3.9e-03	3.6e-03	3.3e-03	2.9e-03	2.5e-03	2.3e-03	2.1e-03	1.9e-03
	 1.8000 	 1.8417e-02	7.3e-03	7.0e-03	5.7e-03	4.1e-03	2.5e-03	1.5e-03	1.3e-03	1.2e-03	1.0e-03	8.9e-04	8.2e-04	7.5e-04	6.9e-04
	 1.9500 	 5.9626e-03	5.9e-03	5.5e-03	4.3e-03	2.7e-03	1.1e-03	2.1e-04	8.9e-05	7.9e-05	7.0e-05	6.1e-05	5.6e-05	5.1e-05	4.7e-05
	 2.1000 	 4.1768e-03	5.0e-03	4.7e-03	3.6e-03	2.2e-03	8.6e-04	9.5e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.2500 	 3.3243e-03	4.2e-03	3.9e-03	2.9e-03	1.8e-03	6.9e-04	7.6e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.4000 	 2.5702e-03	3.4e-03	3.1e-03	2.3e-03	1.4e-03	5.4e-04	5.8e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.5500 	 1.9139e-03	2.7e-03	2.4e-03	1.8e-03	1.1e-03	4.0e-04	4.3e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.7000 	 1.3550e-03	2.0e-03	1.8e-03	1.3e-03	7.7e-04	2.9e-04	3.1e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.8500 	 8.9304e-04	1.3e-03	1.2e-03	8.8e-04	5.1e-04	1.9e-04	2.0e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.0000 	 5.2756e-04	8.3e-04	7.4e-04	5.4e-04	3.1e-04	1.1e-04	1.2e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.1500 	 2.5808e-04	4.2e-04	3.8e-04	2.7e-04	1.5e-04	5.5e-05	5.7e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.3000 	 8.4133e-05	1.4e-04	1.3e-04	9.0e-05	5.1e-05	1.8e-05	1.9e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.4500 	 5.2497e-06	9.2e-06	8.2e-06	5.8e-06	3.2e-06	1.1e-06	1.2e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.7500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.0500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.2000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.3500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.6500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.9500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.1000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.2500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.5500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.8500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.084300

#################################################################################################################################################

Energy 7 			# in MeV 
Cross_section 0.320200 		# in barn

Multiplicity proton 1.000000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.1750 	 2.6155e-03	2.4e-09	2.3e-09	2.3e-09	2.1e-09	2.0e-09	1.9e-09	1.7e-09	1.6e-09	1.3e-05	6.3e-04	2.2e-03	3.2e-03	3.8e-03
	 0.3500 	 9.5978e-03	9.2e-09	9.0e-09	8.7e-09	8.2e-09	7.8e-09	7.3e-09	6.6e-09	6.1e-09	5.0e-05	1.4e-03	4.3e-03	6.1e-03	7.2e-03
	 0.5250 	 1.9650e-02	2.0e-08	1.9e-08	1.9e-08	1.8e-08	1.7e-08	1.6e-08	1.4e-08	1.3e-08	1.1e-04	2.4e-03	6.0e-03	8.3e-03	9.7e-03
	 0.7000 	 3.1477e-02	3.4e-08	3.3e-08	3.3e-08	3.1e-08	2.9e-08	2.7e-08	2.5e-08	2.3e-08	1.9e-04	3.5e-03	7.2e-03	9.4e-03	1.1e-02
	 0.8750 	 4.8454e-02	6.2e-04	6.2e-04	6.7e-04	7.6e-04	8.1e-04	8.4e-04	8.1e-04	7.6e-04	9.3e-04	4.8e-03	7.8e-03	9.4e-03	1.1e-02
	 1.0500 	 7.9902e-02	3.2e-03	3.2e-03	3.5e-03	3.9e-03	4.2e-03	4.4e-03	4.2e-03	3.9e-03	3.8e-03	6.9e-03	8.3e-03	9.1e-03	1.0e-02
	 1.2250 	 1.2068e-01	7.1e-03	7.1e-03	7.8e-03	8.7e-03	9.4e-03	9.7e-03	9.4e-03	8.7e-03	8.0e-03	9.3e-03	8.7e-03	8.6e-03	8.8e-03
	 1.4000 	 1.6483e-01	1.2e-02	1.2e-02	1.3e-02	1.4e-02	1.5e-02	1.6e-02	1.5e-02	1.4e-02	1.3e-02	1.2e-02	9.1e-03	8.0e-03	7.3e-03
	 1.5750 	 2.0640e-01	1.6e-02	1.6e-02	1.8e-02	2.0e-02	2.1e-02	2.2e-02	2.1e-02	2.0e-02	1.8e-02	1.4e-02	9.4e-03	7.3e-03	5.8e-03
	 1.7500 	 2.3943e-01	2.0e-02	2.0e-02	2.2e-02	2.4e-02	2.6e-02	2.7e-02	2.6e-02	2.4e-02	2.2e-02	1.6e-02	9.6e-03	6.5e-03	4.4e-03
	 1.9250 	 2.5797e-01	2.2e-02	2.2e-02	2.4e-02	2.7e-02	2.9e-02	3.0e-02	2.9e-02	2.7e-02	2.4e-02	1.7e-02	9.7e-03	5.7e-03	3.2e-03
	 2.1000 	 2.5324e-01	2.2e-02	2.2e-02	2.4e-02	2.6e-02	2.8e-02	2.9e-02	2.8e-02	2.6e-02	2.3e-02	1.7e-02	9.4e-03	4.9e-03	2.5e-03
	 2.2750 	 2.1521e-01	2.1e-02	2.1e-02	2.2e-02	2.4e-02	2.4e-02	2.5e-02	2.4e-02	2.2e-02	2.0e-02	1.4e-02	7.9e-03	3.8e-03	1.8e-03
	 2.4500 	 1.5695e-01	2.0e-02	1.9e-02	1.9e-02	1.9e-02	1.8e-02	1.8e-02	1.7e-02	1.6e-02	1.4e-02	9.8e-03	5.6e-03	2.5e-03	1.1e-03
	 2.6250 	 9.3768e-02	1.8e-02	1.7e-02	1.6e-02	1.4e-02	1.2e-02	1.0e-02	9.2e-03	8.5e-03	7.6e-03	5.4e-03	3.1e-03	1.3e-03	5.7e-04
	 2.8000 	 4.0973e-02	1.6e-02	1.5e-02	1.3e-02	9.7e-03	6.2e-03	3.8e-03	3.0e-03	2.8e-03	2.5e-03	1.8e-03	1.0e-03	4.3e-04	1.8e-04
	 2.9750 	 1.3880e-02	1.4e-02	1.3e-02	1.0e-02	6.8e-03	3.1e-03	6.7e-04	5.3e-05	5.0e-05	4.4e-05	3.1e-05	1.8e-05	7.4e-06	2.9e-06
	 3.1500 	 1.0467e-02	1.3e-02	1.2e-02	8.6e-03	5.5e-03	2.4e-03	4.8e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.3250 	 7.8728e-03	1.1e-02	9.7e-03	7.0e-03	4.3e-03	1.9e-03	3.6e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.5000 	 5.6618e-03	8.5e-03	7.7e-03	5.4e-03	3.2e-03	1.3e-03	2.6e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.6750 	 3.8259e-03	6.3e-03	5.7e-03	3.9e-03	2.2e-03	9.2e-04	1.7e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.8500 	 2.3578e-03	4.2e-03	3.8e-03	2.5e-03	1.4e-03	5.7e-04	1.1e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.0250 	 1.2499e-03	2.4e-03	2.2e-03	1.4e-03	7.9e-04	3.1e-04	5.6e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.2000 	 4.9494e-04	1.0e-03	9.3e-04	6.0e-04	3.2e-04	1.2e-04	2.2e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.3750 	 8.5293e-05	1.9e-04	1.7e-04	1.1e-04	5.8e-05	2.1e-05	3.7e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.5500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.7250 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.0750 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.2500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.4250 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.7750 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.9500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.1250 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.3000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.4750 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.6500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.8250 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.093500

