Energy 3 			# in MeV 
Cross_section 0.011190 		# in barn

Multiplicity proton 0.983000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 2.7000 	 6.0492e-03	5.3e-04	5.3e-04	5.2e-04	5.2e-04	5.1e-04	5.0e-04	4.9e-04	4.8e-04	4.7e-04	4.7e-04	4.7e-04	4.7e-04	4.7e-04
	 2.7750 	 5.2251e-03	4.6e-04	4.6e-04	4.5e-04	4.5e-04	4.4e-04	4.3e-04	4.2e-04	4.2e-04	4.1e-04	4.0e-04	4.0e-04	4.1e-04	4.1e-04
	 2.8500 	 4.4065e-03	3.8e-04	3.8e-04	3.8e-04	3.8e-04	3.7e-04	3.6e-04	3.6e-04	3.5e-04	3.4e-04	3.4e-04	3.4e-04	3.4e-04	3.4e-04
	 2.9250 	 3.6099e-03	3.2e-04	3.2e-04	3.1e-04	3.1e-04	3.0e-04	3.0e-04	2.9e-04	2.9e-04	2.8e-04	2.8e-04	2.8e-04	2.8e-04	2.8e-04
	 3.0000 	 2.8519e-03	2.5e-04	2.5e-04	2.5e-04	2.4e-04	2.4e-04	2.4e-04	2.3e-04	2.3e-04	2.2e-04	2.2e-04	2.2e-04	2.2e-04	2.2e-04

Multiplicity alpha 0.000000
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.0750 	 1.4252e-14	1.5e-16	1.5e-16	1.5e-16	1.7e-16	1.7e-16	3.5e-16	5.5e-16	6.3e-16	1.0e-15	1.5e-15	1.9e-15	2.3e-15	2.5e-15
	 0.1500 	 3.0248e-14	6.0e-16	6.0e-16	6.0e-16	6.6e-16	6.7e-16	9.8e-16	1.4e-15	1.5e-15	2.2e-15	3.0e-15	3.8e-15	4.5e-15	4.9e-15
	 0.2250 	 4.7895e-14	1.3e-15	1.3e-15	1.3e-15	1.4e-15	1.5e-15	1.9e-15	2.4e-15	2.5e-15	3.6e-15	4.6e-15	5.7e-15	6.7e-15	7.3e-15
	 0.3000 	 6.7103e-14	2.2e-15	2.2e-15	2.2e-15	2.5e-15	2.5e-15	3.0e-15	3.6e-15	3.8e-15	5.0e-15	6.3e-15	7.7e-15	9.0e-15	9.7e-15
	 0.3750 	 8.7780e-14	3.4e-15	3.4e-15	3.4e-15	3.7e-15	3.7e-15	4.4e-15	5.0e-15	5.2e-15	6.6e-15	8.1e-15	9.7e-15	1.1e-14	1.2e-14
	 0.4500 	 1.0983e-13	4.7e-15	4.7e-15	4.7e-15	5.1e-15	5.2e-15	5.9e-15	6.6e-15	6.7e-15	8.3e-15	9.9e-15	1.2e-14	1.3e-14	1.4e-14
	 0.5250 	 1.3317e-13	6.1e-15	6.1e-15	6.1e-15	6.7e-15	6.7e-15	7.5e-15	8.3e-15	8.4e-15	1.0e-14	1.2e-14	1.4e-14	1.6e-14	1.7e-14
	 0.6000 	 1.5771e-13	7.7e-15	7.7e-15	7.7e-15	8.4e-15	8.4e-15	9.3e-15	1.0e-14	1.0e-14	1.2e-14	1.4e-14	1.6e-14	1.8e-14	1.9e-14
	 0.6750 	 1.8335e-13	9.3e-15	9.3e-15	9.3e-15	1.0e-14	1.0e-14	1.1e-14	1.2e-14	1.2e-14	1.4e-14	1.6e-14	1.8e-14	2.0e-14	2.1e-14
	 0.7500 	 2.1000e-13	1.1e-14	1.1e-14	1.1e-14	1.2e-14	1.2e-14	1.3e-14	1.4e-14	1.4e-14	1.6e-14	1.8e-14	2.0e-14	2.2e-14	2.3e-14
	 0.8250 	 2.4112e-13	1.3e-14	1.3e-14	1.3e-14	1.4e-14	1.4e-14	1.5e-14	1.6e-14	1.6e-14	1.8e-14	2.0e-14	2.2e-14	2.4e-14	2.5e-14
	 0.9000 	 2.7944e-13	1.7e-14	1.7e-14	1.7e-14	1.8e-14	1.8e-14	1.9e-14	2.0e-14	2.0e-14	2.1e-14	2.3e-14	2.5e-14	2.7e-14	2.7e-14
	 0.9750 	 3.2374e-13	2.2e-14	2.2e-14	2.1e-14	2.2e-14	2.2e-14	2.3e-14	2.4e-14	2.3e-14	2.5e-14	2.6e-14	2.8e-14	2.9e-14	3.0e-14
	 1.0500 	 3.7283e-13	2.7e-14	2.7e-14	2.7e-14	2.8e-14	2.7e-14	2.8e-14	2.8e-14	2.8e-14	2.9e-14	3.0e-14	3.1e-14	3.2e-14	3.2e-14
	 1.1250 	 4.2550e-13	3.3e-14	3.3e-14	3.3e-14	3.4e-14	3.3e-14	3.3e-14	3.3e-14	3.2e-14	3.3e-14	3.3e-14	3.4e-14	3.5e-14	3.4e-14
	 1.2000 	 4.8055e-13	4.0e-14	4.0e-14	3.9e-14	4.0e-14	3.9e-14	3.9e-14	3.9e-14	3.7e-14	3.7e-14	3.7e-14	3.7e-14	3.7e-14	3.7e-14
	 1.2750 	 5.3678e-13	4.7e-14	4.7e-14	4.6e-14	4.6e-14	4.5e-14	4.5e-14	4.4e-14	4.3e-14	4.2e-14	4.1e-14	4.0e-14	4.0e-14	3.9e-14
	 1.3500 	 5.9299e-13	5.4e-14	5.4e-14	5.3e-14	5.3e-14	5.2e-14	5.0e-14	5.0e-14	4.8e-14	4.6e-14	4.5e-14	4.3e-14	4.3e-14	4.2e-14
	 1.4250 	 6.4797e-13	6.1e-14	6.1e-14	6.0e-14	6.0e-14	5.8e-14	5.6e-14	5.5e-14	5.3e-14	5.1e-14	4.8e-14	4.6e-14	4.5e-14	4.4e-14
	 1.5000 	 7.0052e-13	6.8e-14	6.8e-14	6.7e-14	6.6e-14	6.4e-14	6.2e-14	6.1e-14	5.8e-14	5.5e-14	5.2e-14	4.9e-14	4.7e-14	4.6e-14
	 1.5750 	 7.4944e-13	7.5e-14	7.5e-14	7.3e-14	7.2e-14	7.0e-14	6.7e-14	6.6e-14	6.3e-14	5.9e-14	5.5e-14	5.1e-14	5.0e-14	4.8e-14
	 1.6500 	 7.9353e-13	8.1e-14	8.1e-14	7.9e-14	7.8e-14	7.5e-14	7.2e-14	7.0e-14	6.7e-14	6.2e-14	5.8e-14	5.4e-14	5.1e-14	4.9e-14
	 1.7250 	 8.3157e-13	8.6e-14	8.6e-14	8.4e-14	8.2e-14	8.0e-14	7.6e-14	7.4e-14	7.0e-14	6.6e-14	6.1e-14	5.6e-14	5.3e-14	5.1e-14
	 1.8000 	 8.6238e-13	9.0e-14	9.0e-14	8.8e-14	8.6e-14	8.3e-14	8.0e-14	7.7e-14	7.3e-14	6.8e-14	6.3e-14	5.7e-14	5.4e-14	5.2e-14
	 1.8750 	 8.8475e-13	9.3e-14	9.3e-14	9.1e-14	8.9e-14	8.6e-14	8.2e-14	7.9e-14	7.6e-14	7.0e-14	6.4e-14	5.8e-14	5.5e-14	5.2e-14
	 1.9500 	 8.9747e-13	9.5e-14	9.5e-14	9.3e-14	9.1e-14	8.8e-14	8.4e-14	8.1e-14	7.7e-14	7.1e-14	6.5e-14	5.9e-14	5.6e-14	5.3e-14
	 2.0250 	 8.9926e-13	9.5e-14	9.5e-14	9.3e-14	9.1e-14	8.8e-14	8.4e-14	8.1e-14	7.7e-14	7.1e-14	6.5e-14	5.9e-14	5.6e-14	5.3e-14
	 2.1000 	 8.8853e-13	9.4e-14	9.4e-14	9.2e-14	9.0e-14	8.7e-14	8.3e-14	8.0e-14	7.6e-14	7.0e-14	6.4e-14	5.8e-14	5.5e-14	5.2e-14
	 2.1750 	 8.6611e-13	9.1e-14	9.1e-14	8.9e-14	8.8e-14	8.5e-14	8.1e-14	7.8e-14	7.4e-14	6.8e-14	6.3e-14	5.7e-14	5.4e-14	5.1e-14
	 2.2500 	 8.3333e-13	8.8e-14	8.8e-14	8.6e-14	8.4e-14	8.1e-14	7.8e-14	7.5e-14	7.1e-14	6.6e-14	6.0e-14	5.5e-14	5.2e-14	4.9e-14
	 2.3250 	 7.9156e-13	8.4e-14	8.4e-14	8.2e-14	8.0e-14	7.7e-14	7.4e-14	7.1e-14	6.8e-14	6.2e-14	5.7e-14	5.2e-14	4.9e-14	4.7e-14
	 2.4000 	 7.4213e-13	7.8e-14	7.8e-14	7.7e-14	7.5e-14	7.3e-14	6.9e-14	6.7e-14	6.3e-14	5.9e-14	5.4e-14	4.9e-14	4.6e-14	4.4e-14
	 2.4750 	 6.8641e-13	7.2e-14	7.2e-14	7.1e-14	6.9e-14	6.7e-14	6.4e-14	6.2e-14	5.9e-14	5.4e-14	5.0e-14	4.5e-14	4.3e-14	4.0e-14
	 2.5500 	 6.2573e-13	6.6e-14	6.6e-14	6.5e-14	6.3e-14	6.1e-14	5.8e-14	5.6e-14	5.4e-14	4.9e-14	4.5e-14	4.1e-14	3.9e-14	3.7e-14
	 2.6250 	 5.6146e-13	5.9e-14	5.9e-14	5.8e-14	5.7e-14	5.5e-14	5.2e-14	5.1e-14	4.8e-14	4.4e-14	4.1e-14	3.7e-14	3.5e-14	3.3e-14
	 2.7000 	 4.9493e-13	5.2e-14	5.2e-14	5.1e-14	5.0e-14	4.8e-14	4.6e-14	4.5e-14	4.2e-14	3.9e-14	3.6e-14	3.2e-14	3.1e-14	2.9e-14
	 2.7750 	 4.2751e-13	4.5e-14	4.5e-14	4.4e-14	4.3e-14	4.2e-14	4.0e-14	3.8e-14	3.7e-14	3.4e-14	3.1e-14	2.8e-14	2.7e-14	2.5e-14
	 2.8500 	 3.6053e-13	3.8e-14	3.8e-14	3.7e-14	3.6e-14	3.5e-14	3.4e-14	3.2e-14	3.1e-14	2.8e-14	2.6e-14	2.4e-14	2.2e-14	2.1e-14
	 2.9250 	 2.9536e-13	3.1e-14	3.1e-14	3.1e-14	3.0e-14	2.9e-14	2.8e-14	2.7e-14	2.5e-14	2.3e-14	2.1e-14	1.9e-14	1.8e-14	1.7e-14
	 3.0000 	 2.3333e-13	2.5e-14	2.5e-14	2.4e-14	2.4e-14	2.3e-14	2.2e-14	2.1e-14	2.0e-14	1.8e-14	1.7e-14	1.5e-14	1.5e-14	1.4e-14

Energy_fraction_recoils 0.028800

#################################################################################################################################################

Energy 4 			# in MeV 
Cross_section 0.083010 		# in barn

Multiplicity proton 0.997300
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.1000 	 4.5373e-05	2.6e-06	2.6e-06	2.6e-06	2.8e-06	2.9e-06	2.9e-06	3.0e-06	3.2e-06	3.6e-06	4.1e-06	4.4e-06	4.4e-06	3.9e-06
	 0.2000 	 8.9885e-05	5.2e-06	5.2e-06	5.2e-06	5.7e-06	5.8e-06	5.9e-06	5.9e-06	6.4e-06	7.0e-06	8.0e-06	8.6e-06	8.7e-06	7.8e-06
	 0.3000 	 1.3333e-04	7.9e-06	7.9e-06	8.0e-06	8.6e-06	8.7e-06	8.8e-06	8.9e-06	9.6e-06	1.0e-05	1.2e-05	1.3e-05	1.3e-05	1.2e-05
	 0.4000 	 1.7549e-04	1.1e-05	1.1e-05	1.1e-05	1.1e-05	1.2e-05	1.2e-05	1.2e-05	1.3e-05	1.4e-05	1.5e-05	1.7e-05	1.7e-05	1.6e-05
	 0.5000 	 2.1617e-04	1.4e-05	1.4e-05	1.4e-05	1.4e-05	1.5e-05	1.5e-05	1.5e-05	1.6e-05	1.7e-05	1.9e-05	2.0e-05	2.1e-05	2.0e-05
	 0.6000 	 2.5516e-04	1.6e-05	1.6e-05	1.6e-05	1.7e-05	1.8e-05	1.8e-05	1.8e-05	1.9e-05	2.0e-05	2.2e-05	2.3e-05	2.4e-05	2.4e-05
	 0.7000 	 2.9224e-04	1.9e-05	1.9e-05	1.9e-05	2.0e-05	2.0e-05	2.1e-05	2.1e-05	2.2e-05	2.3e-05	2.5e-05	2.6e-05	2.7e-05	2.8e-05
	 0.8000 	 3.2667e-04	2.2e-05	2.2e-05	2.2e-05	2.3e-05	2.3e-05	2.3e-05	2.3e-05	2.4e-05	2.5e-05	2.7e-05	2.8e-05	3.0e-05	3.2e-05
	 0.9000 	 3.5564e-04	2.5e-05	2.5e-05	2.5e-05	2.6e-05	2.6e-05	2.6e-05	2.6e-05	2.7e-05	2.7e-05	2.9e-05	3.0e-05	3.3e-05	3.6e-05
	 1.0000 	 3.7995e-04	2.8e-05	2.8e-05	2.8e-05	2.8e-05	2.8e-05	2.8e-05	2.8e-05	2.9e-05	2.9e-05	3.1e-05	3.1e-05	3.5e-05	3.9e-05
	 1.1000 	 4.0104e-04	3.0e-05	3.0e-05	3.0e-05	3.1e-05	3.0e-05	3.0e-05	3.0e-05	3.0e-05	3.1e-05	3.2e-05	3.2e-05	3.7e-05	4.2e-05
	 1.2000 	 4.2031e-04	3.2e-05	3.2e-05	3.2e-05	3.3e-05	3.2e-05	3.2e-05	3.2e-05	3.2e-05	3.2e-05	3.3e-05	3.3e-05	3.8e-05	4.4e-05
	 1.3000 	 4.3920e-04	3.5e-05	3.5e-05	3.4e-05	3.5e-05	3.4e-05	3.4e-05	3.3e-05	3.4e-05	3.4e-05	3.4e-05	3.4e-05	4.0e-05	4.7e-05
	 1.4000 	 4.5913e-04	3.7e-05	3.7e-05	3.7e-05	3.7e-05	3.7e-05	3.6e-05	3.5e-05	3.6e-05	3.5e-05	3.5e-05	3.5e-05	4.1e-05	5.0e-05
	 1.5000 	 4.8151e-04	4.0e-05	4.0e-05	4.0e-05	4.0e-05	3.9e-05	3.8e-05	3.8e-05	3.8e-05	3.7e-05	3.7e-05	3.6e-05	4.3e-05	5.4e-05
	 1.6000 	 5.0777e-04	4.4e-05	4.4e-05	4.3e-05	4.3e-05	4.2e-05	4.1e-05	4.0e-05	4.0e-05	3.8e-05	3.8e-05	3.7e-05	4.5e-05	5.8e-05
	 1.7000 	 5.3932e-04	4.8e-05	4.8e-05	4.7e-05	4.7e-05	4.6e-05	4.5e-05	4.3e-05	4.3e-05	4.1e-05	4.0e-05	3.8e-05	4.8e-05	6.3e-05
	 1.8000 	 5.7760e-04	5.3e-05	5.3e-05	5.2e-05	5.1e-05	5.0e-05	4.9e-05	4.7e-05	4.6e-05	4.4e-05	4.2e-05	4.0e-05	5.1e-05	6.9e-05
	 1.9000 	 6.2402e-04	5.8e-05	5.8e-05	5.7e-05	5.7e-05	5.5e-05	5.3e-05	5.2e-05	5.0e-05	4.7e-05	4.5e-05	4.2e-05	5.4e-05	7.6e-05
	 2.0000 	 6.8000e-04	6.5e-05	6.5e-05	6.4e-05	6.3e-05	6.1e-05	5.9e-05	5.7e-05	5.5e-05	5.1e-05	4.8e-05	4.5e-05	5.9e-05	8.4e-05
	 2.1000 	 3.0066e-03	2.7e-04	2.7e-04	2.7e-04	2.6e-04	2.6e-04	2.5e-04	2.4e-04	2.4e-04	2.3e-04	2.3e-04	2.2e-04	2.4e-04	2.7e-04
	 2.2000 	 9.2157e-03	8.2e-04	8.1e-04	8.0e-04	7.9e-04	7.8e-04	7.6e-04	7.4e-04	7.3e-04	7.1e-04	7.0e-04	7.0e-04	7.2e-04	7.6e-04
	 2.3000 	 1.8335e-02	1.6e-03	1.6e-03	1.6e-03	1.6e-03	1.5e-03	1.5e-03	1.5e-03	1.5e-03	1.4e-03	1.4e-03	1.4e-03	1.4e-03	1.5e-03
	 2.4000 	 2.9393e-02	2.6e-03	2.6e-03	2.6e-03	2.5e-03	2.5e-03	2.4e-03	2.4e-03	2.3e-03	2.3e-03	2.3e-03	2.3e-03	2.3e-03	2.4e-03
	 2.5000 	 4.1417e-02	3.6e-03	3.6e-03	3.6e-03	3.5e-03	3.5e-03	3.4e-03	3.3e-03	3.3e-03	3.2e-03	3.2e-03	3.2e-03	3.2e-03	3.3e-03
	 2.6000 	 5.3434e-02	4.7e-03	4.6e-03	4.6e-03	4.6e-03	4.5e-03	4.4e-03	4.3e-03	4.2e-03	4.1e-03	4.1e-03	4.1e-03	4.2e-03	4.3e-03
	 2.7000 	 6.4473e-02	5.7e-03	5.6e-03	5.6e-03	5.5e-03	5.4e-03	5.3e-03	5.2e-03	5.1e-03	5.0e-03	5.0e-03	5.0e-03	5.0e-03	5.1e-03
	 2.8000 	 7.3562e-02	6.5e-03	6.4e-03	6.4e-03	6.3e-03	6.2e-03	6.0e-03	5.9e-03	5.8e-03	5.7e-03	5.7e-03	5.7e-03	5.7e-03	5.8e-03
	 2.9000 	 7.9729e-02	7.0e-03	6.9e-03	6.9e-03	6.8e-03	6.7e-03	6.5e-03	6.4e-03	6.3e-03	6.1e-03	6.1e-03	6.1e-03	6.2e-03	6.3e-03
	 3.0000 	 8.2000e-02	7.2e-03	7.1e-03	7.1e-03	7.0e-03	6.9e-03	6.7e-03	6.6e-03	6.5e-03	6.3e-03	6.3e-03	6.3e-03	6.4e-03	6.5e-03
	 3.1000 	 8.0955e-02	7.1e-03	7.0e-03	7.0e-03	6.9e-03	6.8e-03	6.6e-03	6.5e-03	6.4e-03	6.2e-03	6.2e-03	6.2e-03	6.3e-03	6.4e-03
	 3.2000 	 7.8015e-02	6.9e-03	6.8e-03	6.8e-03	6.7e-03	6.6e-03	6.4e-03	6.3e-03	6.2e-03	6.0e-03	6.0e-03	6.0e-03	6.1e-03	6.2e-03
	 3.3000 	 7.3472e-02	6.5e-03	6.4e-03	6.4e-03	6.3e-03	6.2e-03	6.0e-03	5.9e-03	5.8e-03	5.6e-03	5.6e-03	5.6e-03	5.7e-03	5.8e-03
	 3.4000 	 6.7617e-02	5.9e-03	5.9e-03	5.9e-03	5.8e-03	5.7e-03	5.5e-03	5.4e-03	5.4e-03	5.2e-03	5.2e-03	5.2e-03	5.3e-03	5.4e-03
	 3.5000 	 6.0741e-02	5.3e-03	5.3e-03	5.3e-03	5.2e-03	5.1e-03	5.0e-03	4.9e-03	4.8e-03	4.7e-03	4.7e-03	4.7e-03	4.7e-03	4.8e-03
	 3.6000 	 5.3136e-02	4.7e-03	4.6e-03	4.6e-03	4.5e-03	4.5e-03	4.3e-03	4.3e-03	4.2e-03	4.1e-03	4.1e-03	4.1e-03	4.1e-03	4.2e-03
	 3.7000 	 4.5094e-02	4.0e-03	3.9e-03	3.9e-03	3.8e-03	3.8e-03	3.7e-03	3.6e-03	3.6e-03	3.5e-03	3.5e-03	3.5e-03	3.5e-03	3.6e-03
	 3.8000 	 3.6906e-02	3.2e-03	3.2e-03	3.2e-03	3.2e-03	3.1e-03	3.0e-03	3.0e-03	2.9e-03	2.8e-03	2.8e-03	2.8e-03	2.9e-03	2.9e-03
	 3.9000 	 2.8864e-02	2.5e-03	2.5e-03	2.5e-03	2.5e-03	2.4e-03	2.4e-03	2.3e-03	2.3e-03	2.2e-03	2.2e-03	2.2e-03	2.3e-03	2.3e-03
	 4.0000 	 2.1259e-02	1.9e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.7e-03	1.7e-03	1.7e-03	1.6e-03	1.6e-03	1.6e-03	1.7e-03	1.7e-03

Multiplicity alpha 0.000000
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
