Energy 2.284358e+00 			# in MeV 
	0.750000	1.424045e-03
	1.000000	1.144463e-03
	1.250000	9.437374e-04
	1.500000	7.467477e-04
	1.750000	5.469412e-04
	2.000000	3.576685e-04
	2.250000	1.988817e-04
	2.500000	9.469745e-05
	2.750000	2.207476e-05
	3.000000	3.042863e-06
	3.250000	2.807465e-06
	3.500000	2.549607e-06
	3.750000	2.283947e-06
	4.000000	2.021133e-06
	4.250000	1.768504e-06
	4.500000	1.530836e-06
	4.750000	1.311037e-06
	5.000000	1.110600e-06
	5.250000	9.300895e-07
	5.500000	7.693831e-07
	5.750000	6.279597e-07
	6.000000	5.050505e-07
	6.250000	3.997559e-07
	6.500000	3.164724e-07
	6.750000	2.511739e-07
	7.000000	1.993739e-07
	7.250000	1.587590e-07
	7.500000	1.273088e-07
	7.750000	1.035048e-07
	8.000000	8.589758e-08
	8.250000	7.256070e-08
	8.500000	6.263480e-08
	8.750000	5.546109e-08
	9.000000	5.056030e-08
	9.250000	4.760304e-08
	9.500000	4.639096e-08
	9.750000	5.030492e-08
	10.000000	3.953673e-08
	10.250000	2.401454e-08
	10.500000	2.792653e-08

#################################################################################################################################################

Energy 6 			# in MeV 
Multiplicity PromptGamma 3.196446
Differential_cross_section PromptGamma 45 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.257315e-02
	0.500000	6.251183e-03
	0.750000	4.323082e-03
	1.000000	3.666434e-03
	1.250000	3.219918e-03
	1.500000	2.798003e-03
	1.750000	2.375769e-03
	2.000000	1.959787e-03
	2.250000	1.559670e-03
	2.500000	1.182363e-03
	2.750000	8.345355e-04
	3.000000	5.268308e-04
	3.250000	2.773969e-04
	3.500000	1.100034e-04
	3.750000	2.389406e-05
	4.000000	5.237649e-06
	4.250000	4.698047e-06
	4.500000	4.174527e-06
	4.750000	3.675404e-06
	5.000000	3.206040e-06
	5.250000	2.769686e-06
	5.500000	2.368079e-06
	5.750000	2.002001e-06
	6.000000	1.671703e-06
	6.250000	1.377261e-06
	6.500000	1.118660e-06
	6.750000	8.957397e-07
	7.000000	7.077549e-07
	7.250000	5.529749e-07
	7.500000	4.359475e-07
	7.750000	3.492169e-07
	8.000000	2.850012e-07
	8.250000	2.362575e-07
	8.500000	1.997139e-07
	8.750000	1.728490e-07
	9.000000	1.537939e-07
	9.250000	1.412160e-07
	9.500000	1.342211e-07
	9.750000	1.322891e-07
	10.000000	1.352312e-07
	10.250000	1.431832e-07
	10.500000	1.566087e-07
	10.750000	1.793225e-07
	11.000000	2.169643e-07
	11.250000	3.011055e-07

#################################################################################################################################################

Energy 7 			# in MeV 
Multiplicity PromptGamma 3.654212
Differential_cross_section PromptGamma 49 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	6.360688e-02
	0.500000	3.151346e-02
	0.750000	2.246629e-02
	1.000000	1.968701e-02
	1.250000	1.775620e-02
	1.500000	1.578483e-02
	1.750000	1.371106e-02
	2.000000	1.164101e-02
	2.250000	9.684437e-03
	2.500000	7.912645e-03
	2.750000	6.354016e-03
	3.000000	5.005082e-03
	3.250000	3.843175e-03
	3.500000	2.839073e-03
	3.750000	1.970323e-03
	4.000000	1.231787e-03
	4.250000	6.446871e-04
	4.500000	2.540126e-04
	4.750000	5.591295e-05
	5.000000	1.307310e-05
	5.250000	1.157460e-05
	5.500000	1.015573e-05
	5.750000	8.823487e-06
	6.000000	7.583612e-06
	6.250000	6.441833e-06
	6.500000	5.404547e-06
	6.750000	4.478597e-06
	7.000000	3.669365e-06
	7.250000	2.978333e-06
	7.500000	2.401436e-06
	7.750000	1.934399e-06
	8.000000	1.565928e-06
	8.250000	1.269657e-06
	8.500000	1.051890e-06
	8.750000	8.936706e-07
	9.000000	7.794654e-07
	9.250000	7.010451e-07
	9.500000	6.526712e-07
	9.750000	6.306741e-07
	10.000000	6.331434e-07
	10.250000	6.597813e-07
	10.500000	7.118421e-07
	10.750000	7.920607e-07
	11.000000	9.044326e-07
	11.250000	1.053345e-06
	11.500000	1.241422e-06
	11.750000	1.412006e-06
	12.000000	2.032140e-06
	12.250000	1.625204e-06

#################################################################################################################################################

Energy 8 			# in MeV 
Multiplicity PromptGamma 4.034683
Differential_cross_section PromptGamma 53 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	2.175041e-01
	0.500000	1.088858e-01
	0.750000	7.961332e-02
	1.000000	7.190614e-02
	1.250000	6.657017e-02
	1.500000	6.051951e-02
	1.750000	5.361143e-02
	2.000000	4.632394e-02
	2.250000	3.916974e-02
	2.500000	3.253066e-02
	2.750000	2.662489e-02
	3.000000	2.153505e-02
	3.250000	1.724848e-02
	3.500000	1.369387e-02
	3.750000	1.076797e-02
	4.000000	8.355762e-03
	4.250000	6.344652e-03
	4.500000	4.641177e-03
	4.750000	3.189632e-03
	5.000000	1.973880e-03
	5.250000	1.025626e-03
	5.500000	4.018678e-04
	5.750000	8.823809e-05
	6.000000	2.130271e-05
	6.250000	1.855728e-05
	6.500000	1.598814e-05
	6.750000	1.362502e-05
	7.000000	1.149743e-05
	7.250000	9.626230e-06
	7.500000	8.017950e-06
	7.750000	6.680148e-06
	8.000000	5.597766e-06
	8.250000	4.698212e-06
	8.500000	3.961321e-06
	8.750000	3.367680e-06
	9.000000	2.900511e-06
	9.250000	2.546088e-06
	9.500000	2.320599e-06
	9.750000	2.200120e-06
	10.000000	2.168812e-06
	10.250000	2.222713e-06
	10.500000	2.363355e-06
	10.750000	2.597310e-06
	11.000000	2.935242e-06
	11.250000	3.389045e-06
	11.500000	3.964941e-06
	11.750000	4.649463e-06
	12.000000	5.389689e-06
	12.250000	6.082729e-06
	12.500000	6.605031e-06
	12.750000	6.610086e-06
	13.000000	8.465550e-06
	13.250000	5.696645e-06

#################################################################################################################################################

Energy 9 			# in MeV 
Multiplicity PromptGamma 4.315396
Differential_cross_section PromptGamma 57 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	5.340559e-01
	0.500000	2.453447e-01
	0.750000	1.895509e-01
	1.000000	1.778528e-01
	1.250000	1.690294e-01
	1.500000	1.568217e-01
	1.750000	1.411101e-01
	2.000000	1.234372e-01
	2.250000	1.054546e-01
	2.500000	8.840415e-02
	2.750000	7.302107e-02
	3.000000	5.958083e-02
	3.250000	4.813536e-02
	3.500000	3.857949e-02
	3.750000	3.071890e-02
	4.000000	2.432192e-02
	4.250000	1.913329e-02
	4.500000	1.494628e-02
	4.750000	1.157222e-02
	5.000000	8.838984e-03
	5.250000	6.597139e-03
	5.500000	4.727059e-03
	5.750000	3.151933e-03
	6.000000	1.849350e-03
	6.250000	8.527688e-04
	6.500000	1.598132e-04
	6.750000	2.987081e-05
	7.000000	2.470356e-05
	7.250000	2.120309e-05
	7.500000	1.812390e-05
	7.750000	1.551036e-05
	8.000000	1.335983e-05
	8.250000	1.152931e-05
	8.500000	9.991470e-06
	8.750000	8.718129e-06
	9.000000	7.684547e-06
	9.250000	6.870826e-06
	9.500000	6.262032e-06
	9.750000	5.848964e-06
	10.000000	5.628147e-06
	10.250000	5.602752e-06
	10.500000	5.818906e-06
	10.750000	6.273672e-06
	11.000000	6.978204e-06
	11.250000	7.953752e-06
	11.500000	9.208788e-06
	11.750000	1.070723e-05
	12.000000	1.232538e-05
	12.250000	1.382867e-05
	12.500000	1.494018e-05
	12.750000	1.550685e-05
	13.000000	1.561502e-05
	13.250000	1.551122e-05
	13.500000	1.543323e-05
	13.750000	1.496074e-05
	14.000000	1.936109e-05
	14.250000	1.323547e-05

#################################################################################################################################################

Energy 10 			# in MeV 
Multiplicity PromptGamma 2.905186
Differential_cross_section PromptGamma 61 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	7.899426e-01
	0.500000	3.272937e-01
	0.750000	2.141106e-01
	1.000000	2.060966e-01
	1.250000	1.875611e-01
	1.500000	1.727531e-01
	1.750000	1.549423e-01
	2.000000	1.350503e-01
	2.250000	1.149123e-01
	2.500000	9.588567e-02
	2.750000	7.884797e-02
	3.000000	6.405846e-02
	3.250000	5.153950e-02
	3.500000	4.114199e-02
	3.750000	3.263140e-02
	4.000000	2.574055e-02
	4.250000	2.019047e-02
	4.500000	1.575554e-02
	4.750000	1.223502e-02
	5.000000	9.446210e-03
	5.250000	7.226517e-03
	5.500000	5.435800e-03
	5.750000	3.956670e-03
	6.000000	2.700967e-03
	6.250000	1.611353e-03
	6.500000	5.315876e-04
	6.750000	1.633905e-04
	7.000000	9.229149e-05
	7.250000	5.596869e-05
	7.500000	3.635813e-05
	7.750000	2.839358e-05
	8.000000	2.469100e-05
	8.250000	2.179654e-05
	8.500000	1.931930e-05
	8.750000	1.722770e-05
	9.000000	1.549376e-05
	9.250000	1.409552e-05
	9.500000	1.301910e-05
	9.750000	1.225817e-05
	10.000000	1.181556e-05
	10.250000	1.170447e-05
	10.500000	1.194987e-05
	10.750000	1.258844e-05
	11.000000	1.366635e-05
	11.250000	1.522873e-05
	11.500000	1.733578e-05
	11.750000	1.989496e-05
	12.000000	2.266572e-05
	12.250000	2.522332e-05
	12.500000	2.707494e-05
	12.750000	2.795557e-05
	13.000000	2.802640e-05
	13.250000	2.773071e-05
	13.500000	2.748966e-05
	13.750000	2.753518e-05
	14.000000	2.790821e-05
	14.250000	2.851921e-05
	14.500000	2.920538e-05
	14.750000	2.861953e-05
	15.000000	3.683867e-05
	15.250000	2.453130e-05

#################################################################################################################################################

Energy 11 			# in MeV 
Multiplicity PromptGamma 2.437325
Differential_cross_section PromptGamma 65 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.268668e+00
	0.500000	6.224607e-01
	0.750000	2.674085e-01
	1.000000	2.977678e-01
	1.250000	2.147211e-01
	1.500000	1.618988e-01
	1.750000	1.266381e-01
	2.000000	1.021340e-01
	2.250000	8.413953e-02
	2.500000	6.915840e-02
	2.750000	5.619194e-02
	3.000000	4.510664e-02
	3.250000	3.587235e-02
	3.500000	2.830106e-02
	3.750000	2.218759e-02
	4.000000	1.729956e-02
	4.250000	1.341801e-02
	4.500000	1.035785e-02
	4.750000	7.962650e-03
	5.000000	6.093632e-03
	5.250000	4.632444e-03
	5.500000	3.479255e-03
	5.750000	2.551430e-03
	6.000000	1.784052e-03
	6.250000	1.130639e-03
	6.500000	5.068044e-04
	6.750000	2.521335e-04
	7.000000	1.758346e-04
	7.250000	1.277526e-04
	7.500000	9.252059e-05
	7.750000	6.861085e-05
	8.000000	5.185495e-05
	8.250000	4.007062e-05
	8.500000	3.220493e-05
	8.750000	2.796174e-05
	9.000000	2.544414e-05
	9.250000	2.350940e-05
	9.500000	2.199599e-05
	9.750000	2.090621e-05
	10.000000	2.025506e-05
	10.250000	2.007114e-05
	10.500000	2.039906e-05
	10.750000	2.129916e-05
	11.000000	2.284204e-05
	11.250000	2.509013e-05
	11.500000	2.805723e-05
	11.750000	3.162969e-05
	12.000000	3.546449e-05
	12.250000	3.894897e-05
	12.500000	4.141621e-05
	12.750000	4.246792e-05
	13.000000	4.234959e-05
	13.250000	4.172171e-05
	13.500000	4.120488e-05
	13.750000	4.113365e-05
	14.000000	4.155890e-05
	14.250000	4.233915e-05
	14.500000	4.322848e-05
	14.750000	4.394739e-05
	15.000000	4.424681e-05
	15.250000	4.396120e-05
	15.500000	4.303804e-05
	15.750000	5.472884e-05
	16.000000	3.418492e-05
	16.250000	3.069587e-05

#################################################################################################################################################

Energy 12 			# in MeV 
Multiplicity PromptGamma 2.652914
Differential_cross_section PromptGamma 69 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	1.867863e+00
	0.500000	1.034409e+00
	0.750000	4.481295e-01
	1.000000	5.133965e-01
	1.250000	3.661308e-01
	1.500000	2.661073e-01
	1.750000	1.907688e-01
	2.000000	1.349068e-01
	2.250000	9.493590e-02
	2.500000	6.598858e-02
	2.750000	4.677611e-02
	3.000000	3.442738e-02
	3.250000	2.636810e-02
	3.500000	2.046546e-02
	3.750000	1.584835e-02
	4.000000	1.220103e-02
	4.250000	9.346169e-03
	4.500000	7.122612e-03
	4.750000	5.404966e-03
	5.000000	4.083217e-03
	5.250000	3.068303e-03
	5.500000	2.285430e-03
	5.750000	1.675297e-03
	6.000000	1.191135e-03
	6.250000	7.984263e-04
	6.500000	4.534012e-04
	6.750000	2.876292e-04
	7.000000	2.173354e-04
	7.250000	1.701656e-04
	7.500000	1.346499e-04
	7.750000	1.084282e-04
	8.000000	8.864309e-05
	8.250000	7.292581e-05
	8.500000	6.032658e-05
	8.750000	5.037826e-05
	9.000000	4.258917e-05
	9.250000	3.677443e-05
	9.500000	3.279919e-05
	9.750000	3.078419e-05
	10.000000	2.994225e-05
	10.250000	2.976175e-05
	10.500000	3.022793e-05
	10.750000	3.142555e-05
	11.000000	3.344843e-05
	11.250000	3.637153e-05
	11.500000	4.019197e-05
	11.750000	4.472750e-05
	12.000000	4.949474e-05
	12.250000	5.368485e-05
	12.500000	5.642425e-05
	12.750000	5.730841e-05
	13.000000	5.672726e-05
	13.250000	5.556416e-05
	13.500000	5.463325e-05
	13.750000	5.433778e-05
	14.000000	5.472158e-05
	14.250000	5.558439e-05
	14.500000	5.659495e-05
	14.750000	5.738405e-05
	15.000000	5.762637e-05
	15.250000	5.710912e-05
	15.500000	5.576810e-05
	15.750000	5.368003e-05
	16.000000	5.101836e-05
	16.250000	4.799457e-05
	16.500000	1.228087e-05
	16.750000	4.272614e-05
	17.000000	3.331531e-05
	17.250000	2.945167e-05

#################################################################################################################################################

Energy 13 			# in MeV 
Multiplicity PromptGamma 3.038318
Differential_cross_section PromptGamma 73 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	2.501456e+00
	0.500000	1.437934e+00
	0.750000	6.473990e-01
	1.000000	7.415139e-01
	1.250000	5.683636e-01
	1.500000	4.439666e-01
	1.750000	3.399466e-01
	2.000000	2.518587e-01
	2.250000	1.812495e-01
	2.500000	1.259124e-01
	2.750000	8.514050e-02
	3.000000	5.649326e-02
	3.250000	3.702940e-02
	3.500000	2.378201e-02
	3.750000	1.552930e-02
	4.000000	1.066190e-02
	4.250000	7.801724e-03
	4.500000	5.870777e-03
	4.750000	4.429657e-03
	5.000000	3.326200e-03
	5.250000	2.487405e-03
	5.500000	1.846515e-03
	5.750000	1.356710e-03
	6.000000	9.793985e-04
	6.250000	6.869830e-04
	6.500000	4.498989e-04
	6.750000	3.195216e-04
	7.000000	2.501833e-04
	7.250000	2.013840e-04
	7.500000	1.643544e-04
	7.750000	1.367538e-04
	8.000000	1.158063e-04
	8.250000	9.896471e-05
	8.500000	8.530040e-05
	8.750000	7.413351e-05
	9.000000	6.498615e-05
	9.250000	5.752135e-05
	9.500000	5.150898e-05
	9.750000	4.689252e-05
	10.000000	4.359671e-05
	10.250000	4.167075e-05
	10.500000	4.119240e-05
	10.750000	4.235795e-05
	11.000000	4.485011e-05
	11.250000	4.844674e-05
	11.500000	5.307052e-05
	11.750000	5.845173e-05
	12.000000	6.395168e-05
	12.250000	6.857523e-05
	12.500000	7.131857e-05
	12.750000	7.179165e-05
	13.000000	7.055015e-05
	13.250000	6.869739e-05
	13.500000	6.719968e-05
	13.750000	6.654129e-05
	14.000000	6.675541e-05
	14.250000	6.758217e-05
	14.500000	6.861321e-05
	14.750000	6.938917e-05
	15.000000	6.951385e-05
	15.250000	6.873079e-05
	15.500000	6.696634e-05
	15.750000	6.431678e-05
	16.000000	6.099331e-05
	16.250000	5.725164e-05
	16.500000	5.333360e-05
	16.750000	4.943271e-05
	17.000000	4.568510e-05
	17.250000	4.217425e-05
	17.500000	1.066649e-05
	17.750000	3.702798e-05
	18.000000	2.887620e-05
	18.250000	2.560533e-05

#################################################################################################################################################

Energy 14 			# in MeV 
Multiplicity PromptGamma 3.468066
Differential_cross_section PromptGamma 77 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	3.201936e+00
	0.500000	1.880663e+00
	0.750000	8.558975e-01
	1.000000	9.668156e-01
	1.250000	7.755059e-01
	1.500000	6.379035e-01
	1.750000	5.164669e-01
	2.000000	4.067809e-01
	2.250000	3.130520e-01
	2.500000	2.342072e-01
	2.750000	1.711707e-01
	3.000000	1.215973e-01
	3.250000	8.429543e-02
	3.500000	5.651682e-02
	3.750000	3.685001e-02
	4.000000	2.348068e-02
	4.250000	1.463240e-02
	4.500000	8.781342e-03
	4.750000	5.299342e-03
	5.000000	3.398074e-03
	5.250000	2.396142e-03
	5.500000	1.770175e-03
	5.750000	1.313532e-03
	6.000000	9.647951e-04
	6.250000	6.993003e-04
	6.500000	4.915912e-04
	6.750000	3.659252e-04
	7.000000	2.899303e-04
	7.250000	2.350587e-04
	7.500000	1.934951e-04
	7.750000	1.626601e-04
	8.000000	1.393820e-04
	8.250000	1.207598e-04
	8.500000	1.057560e-04
	8.750000	9.359969e-05
	9.000000	8.373620e-05
	9.250000	7.576016e-05
	9.500000	6.938896e-05
	9.750000	6.442973e-05
	10.000000	6.077312e-05
	10.250000	5.837627e-05
	10.500000	5.725503e-05
	10.750000	5.752183e-05
	11.000000	5.926209e-05
	11.250000	6.256555e-05
	11.500000	6.738255e-05
	11.750000	7.338972e-05
	12.000000	7.951803e-05
	12.250000	8.440987e-05
	12.500000	8.693314e-05
	12.750000	8.676168e-05
	13.000000	8.465430e-05
	13.250000	8.194718e-05
	13.500000	7.976371e-05
	13.750000	7.864309e-05
	14.000000	7.859744e-05
	14.250000	7.930187e-05
	14.500000	8.026190e-05
	14.750000	8.094365e-05
	15.000000	8.088526e-05
	15.250000	7.979043e-05
	15.500000	7.757683e-05
	15.750000	7.435598e-05
	16.000000	7.037418e-05
	16.250000	6.592835e-05
	16.500000	6.129771e-05
	16.750000	5.670404e-05
	17.000000	5.230325e-05
	17.250000	4.818882e-05
	17.500000	4.440735e-05
	17.750000	4.097157e-05
	18.000000	3.787341e-05
	18.250000	3.509267e-05
	18.500000	8.975642e-06
	18.750000	3.132455e-05
	19.000000	2.463152e-05
	19.250000	2.201316e-05

#################################################################################################################################################

Energy 15 			# in MeV 
Multiplicity PromptGamma 3.897837
Differential_cross_section PromptGamma 81 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	3.945049e+00
	0.500000	2.368160e+00
	0.750000	1.081424e+00
	1.000000	1.202744e+00
	1.250000	9.913566e-01
	1.500000	8.414530e-01
	1.750000	7.035645e-01
	2.000000	5.741940e-01
	2.250000	4.598834e-01
	2.500000	3.604767e-01
	2.750000	2.780146e-01
	3.000000	2.103230e-01
	3.250000	1.565651e-01
	3.500000	1.141824e-01
	3.750000	8.168809e-02
	4.000000	5.702600e-02
	4.250000	3.885163e-02
	4.500000	2.555615e-02
	4.750000	1.626140e-02
	5.000000	1.006851e-02
	5.250000	6.018511e-03
	5.500000	3.383510e-03
	5.750000	1.875526e-03
	6.000000	1.114847e-03
	6.250000	7.548391e-04
	6.500000	5.429196e-04
	6.750000	4.151329e-04
	7.000000	3.329004e-04
	7.250000	2.712429e-04
	7.500000	2.238883e-04
	7.750000	1.887927e-04
	8.000000	1.623076e-04
	8.250000	1.412360e-04
	8.500000	1.244223e-04
	8.750000	1.109711e-04
	9.000000	1.001984e-04
	9.250000	9.161775e-05
	9.500000	8.489172e-05
	9.750000	7.979015e-05
	10.000000	7.617498e-05
	10.250000	7.398260e-05
	10.500000	7.321668e-05
	10.750000	7.392627e-05
	11.000000	7.617579e-05
	11.250000	7.997248e-05
	11.500000	8.514167e-05
	11.750000	9.118829e-05
	12.000000	9.711215e-05
	12.250000	1.015689e-04
	12.500000	1.033817e-04
	12.750000	1.022765e-04
	13.000000	9.910768e-05
	13.250000	9.539188e-05
	13.500000	9.239858e-05
	13.750000	9.071253e-05
	14.000000	9.031527e-05
	14.250000	9.081356e-05
	14.500000	9.163183e-05
	14.750000	9.215628e-05
	15.000000	9.186205e-05
	15.250000	9.041511e-05
	15.500000	8.772203e-05
	15.750000	8.391407e-05
	16.000000	7.927134e-05
	16.250000	7.412872e-05
	16.500000	6.880014e-05
	16.750000	6.353355e-05
	17.000000	5.850162e-05
	17.250000	5.380656e-05
	17.500000	4.949830e-05
	17.750000	4.558931e-05
	18.000000	4.206832e-05
	18.250000	3.891071e-05
	18.500000	3.608602e-05
	18.750000	3.356124e-05
	19.000000	3.130411e-05
	19.250000	2.928433e-05
	19.500000	7.605664e-06
	19.750000	2.671351e-05
	20.000000	2.119556e-05
	20.250000	1.908868e-05

#################################################################################################################################################

Energy 16 			# in MeV 
Multiplicity PromptGamma 4.305234
Differential_cross_section PromptGamma 85 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	4.580561e+00
	0.500000	2.810660e+00
	0.750000	1.286205e+00
	1.000000	1.418056e+00
	1.250000	1.191152e+00
	1.500000	1.033038e+00
	1.750000	8.820577e-01
	2.000000	7.352665e-01
	2.250000	6.023921e-01
	2.500000	4.840628e-01
	2.750000	3.840560e-01
	3.000000	3.002434e-01
	3.250000	2.323612e-01
	3.500000	1.774962e-01
	3.750000	1.342128e-01
	4.000000	1.000498e-01
	4.250000	7.359444e-02
	4.500000	5.311053e-02
	4.750000	3.758973e-02
	5.000000	2.596693e-02
	5.250000	1.746681e-02
	5.500000	1.127991e-02
	5.750000	6.985245e-03
	6.000000	4.160565e-03
	6.250000	2.359301e-03
	6.500000	1.237149e-03
	6.750000	6.535711e-04
	7.000000	4.001414e-04
	7.250000	2.969974e-04
	7.500000	2.434591e-04
	7.750000	2.073263e-04
	8.000000	1.797164e-04
	8.250000	1.574079e-04
	8.500000	1.393955e-04
	8.750000	1.248935e-04
	9.000000	1.133068e-04
	9.250000	1.041735e-04
	9.500000	9.713853e-05
	9.750000	9.194131e-05
	10.000000	8.840841e-05
	10.250000	8.645970e-05
	10.500000	8.609566e-05
	10.750000	8.736565e-05
	11.000000	9.032390e-05
	11.250000	9.493915e-05
	11.500000	1.009417e-04
	11.750000	1.076248e-04
	12.000000	1.137456e-04
	12.250000	1.177647e-04
	12.500000	1.185255e-04
	12.750000	1.160080e-04
	13.000000	1.114294e-04
	13.250000	1.065269e-04
	13.500000	1.026382e-04
	13.750000	1.003308e-04
	14.000000	9.951480e-05
	14.250000	9.972395e-05
	14.500000	1.003128e-04
	14.750000	1.006099e-04
	15.000000	1.000421e-04
	15.250000	9.824824e-05
	15.500000	9.512972e-05
	15.750000	9.083013e-05
	16.000000	8.565343e-05
	16.250000	7.996123e-05
	16.500000	7.409065e-05
	16.750000	6.830902e-05
	17.000000	6.279858e-05
	17.250000	5.766781e-05
	17.500000	5.296754e-05
	17.750000	4.870877e-05
	18.000000	4.487693e-05
	18.250000	4.144410e-05
	18.500000	3.837541e-05
	18.750000	3.563432e-05
	19.000000	3.318504e-05
	19.250000	3.099415e-05
	19.500000	2.903142e-05
	19.750000	2.726966e-05
	20.000000	2.568499e-05
	20.250000	2.425653e-05
	20.500000	6.387751e-06
	20.750000	2.256343e-05
	21.000000	1.804284e-05
	21.250000	1.635462e-05

#################################################################################################################################################

Energy 17 			# in MeV 
Multiplicity PromptGamma 4.675812
Differential_cross_section PromptGamma 89 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	5.005203e+00
	0.500000	3.128171e+00
	0.750000	1.438146e+00
	1.000000	1.581207e+00
	1.250000	1.345826e+00
	1.500000	1.187341e+00
	1.750000	1.029014e+00
	2.000000	8.708018e-01
	2.250000	7.235778e-01
	2.500000	5.904590e-01
	2.750000	4.758568e-01
	3.000000	3.788079e-01
	3.250000	2.989379e-01
	3.500000	2.337364e-01
	3.750000	1.815214e-01
	4.000000	1.398022e-01
	4.250000	1.068939e-01
	4.500000	8.091122e-02
	4.750000	6.062531e-02
	5.000000	4.484229e-02
	5.250000	3.267153e-02
	5.500000	2.331254e-02
	5.750000	1.624545e-02
	6.000000	1.099619e-02
	6.250000	7.204162e-03
	6.500000	4.514498e-03
	6.750000	2.720530e-03
	7.000000	1.597614e-03
	7.250000	9.073079e-04
	7.500000	4.976813e-04
	7.750000	2.907382e-04
	8.000000	2.021954e-04
	8.250000	1.668132e-04
	8.500000	1.480669e-04
	8.750000	1.338751e-04
	9.000000	1.223705e-04
	9.250000	1.131912e-04
	9.500000	1.060678e-04
	9.750000	1.008164e-04
	10.000000	9.732109e-05
	10.250000	9.553286e-05
	10.500000	9.545956e-05
	10.750000	9.714893e-05
	11.000000	1.006387e-04
	11.250000	1.058629e-04
	11.500000	1.124754e-04
	11.750000	1.196238e-04
	12.000000	1.258592e-04
	12.250000	1.294867e-04
	12.500000	1.293679e-04
	12.750000	1.256854e-04
	13.000000	1.199115e-04
	13.250000	1.139543e-04
